Unnamed: 0,event_id,match_id,match_period,minute,second,match_timestamp,video_timestamp,primary_type,secondary_types,location_x,location_y,team_id,team_name,team_formation,opponent_team_id,opponent_team_name,opponent_team_formation,player_id,player_name,player_position,pass_accurate,pass_angle,pass_length,recipient_id,recipient_name,recipient_position,end_location_x,end_location_y,shot_body_part,is_goal,on_target,goal_zone,xg,post_shot_xg,goalkeeper_action_id,goalkeeper,opponent_id_ground_duel,opponent_name_ground_duel,opponent_position_ground_duel,duel_type_ground_duel,kept_possession_ground_duel,progressed_with_ball_ground_duel,stopped_progress_ground_duel,recovered_possession_ground_duel,take_on_ground_duel,side_ground_duel,related_duel_id_ground_duel,opponent_id_aerial_duel,opponent_name_aerial_duel,opponent_position_aerial_duel,opponent_height_aerial_duel,first_touch_aerial_duel,height_aerial_duel,related_duel_id_aerial_duel,yellow_card,red_card,infraction_type,opponent_id_infraction,opponent_name_infraction,opponent_position_infraction,carry_progression,end_location_x_carry,end_location_y_carry,possession_id,possession_duration,possession_types,events_number,event_index,start_location_x,start_location_y,end_location_x_possession,end_location_y_possession,team_id_possession,team_name_possession,team_formation_possession,with_shot,with_shot_on_goal,with_goal,flank,xg_possession,back_pass,short_or_medium_pass,lateral_pass,forward_pass,progressive_pass,loose_ball_duel,carry,long_pass,pass_to_final_third,opportunity,head_pass,recovery,under_pressure,ball_out,loss,hand_pass,foul_suffered,ground_duel,linkup_play,offensive_duel,defensive_duel,foul,dribble,aerial_duel,counterpressing_recovery,pass,deep_completion,touch_in_box,interception,sliding_tackle,progressive_run,smart_pass,cross,deep_completed_cross,pass_to_penalty_area,second_assist,assist,key_pass,shot_assist,goal,conceded_goal,dribbled_past_attempt,shot_after_throw_in,shot_block,free_kick_cross,save,save_with_reflex,shot_after_corner,cross_blocked,through_pass,free_kick_shot,shot,head_shot,whistle,shot_after_free_kick,acceleration,penalty_foul,penalty_goal,penalty_conceded_goal,third_assist,penalty_save,on_target_true,on_target_false,goal_true,goal_false,right_foot_true,left_foot_true,head_or_other_true,head_or_other_foot_true
174579,1829897381,5476343,1H,39,29,00:39:29.171,2370.171156,shot,,73,26,3176,Fiorentina,4-2-3-1,3159,Juventus,5-3-2,388064,C. Kouamé,LAMF,,,,,,,,,right_foot,False,False,bc,0.008718,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1829897334.0,71.7896785,['attack'],36.0,35.0,29.0,28.0,73.0,26.0,3176.0,Fiorentina,4-2-3-1,True,False,False,right,0.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
85317,1770729327,5476290,2H,64,38,01:04:38.379,4082.379344,shot,"opportunity, shot_after_throw_in",79,55,3157,Milan,4-3-3,3173,Cagliari,4-4-1-1,472279,N. Okafor,CF,,,,,,,,,right_foot,False,False,otr,0.07474,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1770729326.0,0.3969275,['attack'],2.0,1.0,77.0,52.0,79.0,55.0,3157.0,Milan,4-3-3,True,False,False,center,0.0747,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
169592,1827754501,5476340,2H,55,48,00:55:48.226,3737.226656,shot,,77,30,3161,Internazionale,3-5-2,3172,Atalanta,4-2-3-1,20635,F. Acerbi,LCB3,,,,,,,,,left_foot,False,False,otl,0.00523,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1827752421.0,28.2715125,"['counterattack', 'attack']",14.0,13.0,40.0,17.0,77.0,30.0,3161.0,Internazionale,3-5-2,True,False,False,left,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
22784,1742407026,5476253,1H,44,53,00:44:53.291,2694.291787,shot,shot_after_throw_in,79,67,3159,Juventus,3-5-2,3166,Bologna,4-2-3-1,471774,T. Weah,RWB,,,,,,,,,right_foot,False,False,bc,0.001892,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1742407016.0,8.9867955,"['attack', 'throw_in']",9.0,8.0,71.0,0.0,79.0,67.0,3159.0,Juventus,3-5-2,True,False,False,center,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
12912,1725706015,5476247,2H,69,7,01:09:07.463,4334.463456,shot,"opportunity, touch_in_box",86,30,3315,Sassuolo,4-2-3-1,3172,Atalanta,3-4-1-2,624184,F. Missori,LB,,,,,,,,,right_foot,False,True,glb,0.06433,0.03942,1725705311.0,"{'id': 225704, 'name': 'J. Musso'}",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1725705996.0,21.956902,['attack'],11.0,10.0,24.0,78.0,86.0,30.0,3315.0,Sassuolo,4-2-3-1,True,True,False,left,0.0643,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,
317176,1899869790,5476428,2H,65,14,01:05:14.573,3980.573199,shot,"goal, head_shot, opportunity, shot_after_corner, touch_in_box",92,52,3185,Torino,3-4-1-2,3187,Napoli,3-4-2,491451,A. Buongiorno,CB,,,,,,,,,head_or_other,True,True,gtr,0.1153,0.4947,1899870272.0,"{'id': 264084, 'name': 'P. Gollini'}",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1899869787.0,2.5552455,"['corner', 'set_piece_attack', 'attack']",4.0,3.0,100.0,0.0,92.0,52.0,3185.0,Torino,3-4-1-2,True,True,True,left,0.1153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1.0
88330,1771814315,5476292,1H,43,36,00:43:36.340,2617.340507,shot,touch_in_box,90,34,3176,Fiorentina,4-4-2,3254,Frosinone,4-3-3,299172,M'Bala Nzola,CF,,,,,,,,,left_foot,False,False,otl,0.07472,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1771814280.0,38.548871,['attack'],17.0,16.0,40.0,82.0,90.0,34.0,3176.0,Fiorentina,4-4-2,True,False,False,right,0.0747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
334976,1937282645,5476439,1H,18,40,00:18:40.734,1121.734684,shot,"opportunity, touch_in_box",92,51,3178,Empoli,4-3-3,3194,Hellas Verona,4-4-1-1,300374,E. Gyasi,RWF,,,,,,,,,right_foot,False,False,bc,0.2103,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1937282634.0,18.3352525,"['attack', 'throw_in']",11.0,10.0,20.0,100.0,92.0,51.0,3178.0,Empoli,4-3-3,True,False,False,center,0.2103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
108476,1777958631,5476304,1H,19,31,00:19:31.463,1172.463015,shot,touch_in_box,86,66,3162,Lazio,4-3-3,3157,Milan,4-3-3,492443,V. Castellanos,CF,,,,,,,,,right_foot,False,False,bc,0.02279,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1777958614.0,39.255064,"['set_piece_attack', 'attack', 'free_kick']",17.0,16.0,52.0,94.0,86.0,66.0,3162.0,Lazio,4-3-3,True,False,False,right,0.0228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
469757,2128192309,5476521,2H,48,0,00:48:00.319,2896.319729,shot,opportunity,72,37,3178,Empoli,5-3-2,3166,Bologna,4-1-4-1,236820,R. Marin,DMF,,,,,,,,,right_foot,False,False,olb,0.02615,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2128192308.0,1.169586,['attack'],2.0,1.0,73.0,21.0,72.0,37.0,3178.0,Empoli,5-3-2,True,False,False,left,0.0262,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
372730,2080815689,5476461,1H,28,53,00:28:53.827,1734.827859,shot,,81,62,3315,Sassuolo,4-2-3-1,3166,Bologna,4-1-4-1,669931,C. Volpato,RAMF,,,,,,,,,left_foot,False,False,bc,0.03255,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2080815680.0,20.6781945,"['set_piece_attack', 'attack', 'free_kick']",13.0,12.0,0.0,43.0,81.0,62.0,3315.0,Sassuolo,4-2-3-1,True,False,False,right,0.0326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
453643,2130904284,5476510,2H,68,31,01:08:31.552,4186.552958,shot,"opportunity, touch_in_box",89,72,3166,Bologna,4-3-3,3161,Internazionale,3-5-2,543793,J. Zirkzee,CF,,,,,,,,,left_foot,False,False,bc,0.03682,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2130904213.0,123.152075,['attack'],54.0,53.0,47.0,17.0,89.0,72.0,3166.0,Bologna,4-3-3,True,False,False,right,0.0368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
454355,2119586584,5476511,1H,11,42,00:11:42.270,703.270007,shot,"goal, opportunity, touch_in_box",98,49,3173,Cagliari,4-4-1-1,3192,Salernitana,4-3-1-2,115933,G. Lapadula,CF,,,,,,,,,left_foot,True,True,gb,0.7531,0.9499,2119587033.0,"{'id': 25816, 'name': 'G. Ochoa'}",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2119586578.0,15.063242,"['set_piece_attack', 'attack', 'free_kick']",9.0,8.0,0.0,59.0,98.0,49.0,3173.0,Cagliari,4-4-1-1,True,True,True,center,0.7531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,
126866,1795644433,5476315,1H,36,40,00:36:40.137,2201.137973,shot,"head_shot, opportunity, touch_in_box",92,50,3185,Torino,3-4-3,3159,Juventus,5-3-2,592932,D. Seck,RWF,,,,,,,,,head_or_other,False,False,or,0.2368,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1795644394.0,51.338412,"['set_piece_attack', 'attack', 'free_kick']",27.0,26.0,0.0,46.0,92.0,50.0,3185.0,Torino,3-4-3,True,False,False,left,0.2368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0
181858,1838653166,5476347,2H,57,36,00:57:36.289,3477.289539,shot,"opportunity, touch_in_box",88,56,3187,Napoli,4-3-3,3192,Salernitana,4-4-2,208696,M. Politano,RWF,,,,,,,,,left_foot,False,False,bc,0.2078,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1838653158.0,13.3627435,"['set_piece_attack', 'attack', 'free_kick']",9.0,8.0,29.0,4.0,88.0,56.0,3187.0,Napoli,4-3-3,True,False,False,center,0.2078,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
272311,1878347348,5476401,1H,8,35,00:08:35.411,516.411964,shot,"opportunity, touch_in_box",91,45,3162,Lazio,4-1-4-1,3178,Empoli,4-2-3-1,21384,C. Immobile,CF,,,,,,,,,left_foot,False,False,bc,0.5777,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1878347348.0,0.0,['attack'],1.0,0.0,91.0,45.0,91.0,45.0,3162.0,Lazio,4-1-4-1,True,False,False,center,0.5777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
485996,2146971469,5476533,1H,15,55,00:15:55.057,956.057122,shot,"opportunity, shot_after_throw_in, touch_in_box",86,37,3254,Frosinone,3-4-2-1,3193,Genoa,5-3-2,590733,M. Soulé,AMF,,,,,,,,,right_foot,False,False,otr,0.04563,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2146971463.0,5.524,"['attack', 'throw_in']",6.0,5.0,75.0,0.0,86.0,37.0,3254.0,Frosinone,3-4-2-1,True,False,False,left,0.0456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
314801,1935500827,5476427,1H,11,22,00:11:22.007,683.00741,shot,"opportunity, touch_in_box",87,73,3315,Sassuolo,4-2-3-1,3176,Fiorentina,4-2-3-1,405608,A. Pinamonti,CF,,,,,,,,,right_foot,False,False,otr,0.03009,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1935500811.0,17.4304125,"['set_piece_attack', 'attack', 'free_kick']",8.0,7.0,24.0,39.0,87.0,73.0,3315.0,Sassuolo,4-2-3-1,True,False,False,left,0.0301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
471990,2125569200,5476522,2H,78,0,01:18:00.850,4869.850867,shot,,75,51,3254,Frosinone,4-2-3-1,3162,Lazio,4-3-3,590733,M. Soulé,RAMF,,,,,,,,,left_foot,False,False,bc,0.02365,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2125569192.0,10.2205655,['attack'],9.0,8.0,60.0,74.0,75.0,51.0,3254.0,Frosinone,4-2-3-1,True,False,False,center,0.0237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
244089,1870857629,5476384,1H,27,28,00:27:28.548,1649.548093,shot,,75,64,3161,Internazionale,3-5-2,3163,Udinese,5-3-2,15524,H. Çalhanoğlu,DMF,,,,,,,,,right_foot,False,False,bc,0.004883,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1870857627.0,3.3758075,['attack'],3.0,2.0,66.0,85.0,75.0,64.0,3161.0,Internazionale,3-5-2,True,False,False,right,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
92230,1770708486,5476294,2H,72,47,01:12:47.860,4627.860713,shot,shot_after_corner,77,50,3315,Sassuolo,4-2-3-1,3161,Internazionale,3-5-2,209400,D. Berardi,RAMF,,,,,,,,,right_foot,False,False,otl,0.009627,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1770709085.0,2.534562,"['corner', 'set_piece_attack', 'attack']",5.0,4.0,100.0,100.0,77.0,50.0,3315.0,Sassuolo,4-2-3-1,True,False,False,right,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
406726,2099945031,5476481,1H,26,0,00:26:00.687,1561.687016,shot,shot_after_throw_in,81,34,3176,Fiorentina,4-2-3-1,3178,Empoli,5-4-1,22383,A. Duncan,RDMF,,,,,,,,,left_foot,False,False,bc,0.07654,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2099945031.0,0.0,['attack'],1.0,0.0,81.0,34.0,81.0,34.0,3176.0,Fiorentina,4-2-3-1,True,False,False,center,0.0765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
280466,1877011003,5476406,1H,9,12,00:09:12.388,553.38878,shot,"head_shot, opportunity, shot_after_corner, touch_in_box",93,47,3157,Milan,4-2-3-1,3192,Salernitana,4-1-4-1,26010,O. Giroud,CF,,,,,,,,,head_or_other,False,False,otl,0.1377,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1877011001.0,1.5203935,"['corner', 'set_piece_attack', 'attack']",4.0,3.0,100.0,100.0,93.0,47.0,3157.0,Milan,4-2-3-1,True,False,False,right,0.1377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0
138032,1811580960,5476321,2H,84,18,01:24:18.955,5192.955707,shot,"opportunity, shot_after_corner, touch_in_box",87,44,3254,Frosinone,4-2-3-1,3166,Bologna,4-2-3-1,347015,R. Marchizza,LB,,,,,,,,,right_foot,False,False,ot,0.07805,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1811580959.0,0.9547155,"['corner', 'set_piece_attack', 'attack']",2.0,1.0,100.0,100.0,87.0,44.0,3254.0,Frosinone,4-2-3-1,True,False,False,right,0.078,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
494533,2140028298,5476539,1H,13,26,00:13:26.357,807.35716,shot,,79,36,3236,Monza,5-4-1,3185,Torino,3-4-1-2,558720,D. Maldini,LW,,,,,,,,,right_foot,False,False,bc,0.004112,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2140028283.0,34.0141605,"['attack', 'throw_in']",16.0,15.0,54.0,100.0,79.0,36.0,3236.0,Monza,5-4-1,True,False,False,center,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
50265,1736979287,5476269,2H,69,34,01:09:34.442,4324.442302,shot,"opportunity, touch_in_box",97,58,3254,Frosinone,4-1-4-1,3163,Udinese,3-5-2,546863,W. Cheddira,CF,,,,,,,,,right_foot,False,True,gbr,0.6751,0.7735,1736980696.0,"{'id': 21573, 'name': 'M. Silvestri'}",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1736979287.0,0.0,['attack'],1.0,0.0,97.0,58.0,97.0,58.0,3254.0,Frosinone,4-1-4-1,True,True,False,center,0.6751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,
273947,1877317058,5476402,1H,6,49,00:06:49.423,410.423796,shot,"head_shot, opportunity, shot_after_corner, touch_in_box",96,53,3159,Juventus,3-5-2,3254,Frosinone,5-4-1,471348,W. McKennie,RCMF3,,,,,,,,,head_or_other,False,False,ot,0.2541,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1877317056.0,1.51475,"['corner', 'set_piece_attack', 'attack']",4.0,3.0,100.0,100.0,96.0,53.0,3159.0,Juventus,3-5-2,True,False,False,right,0.2541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0
110240,1782418914,5476305,1H,20,57,00:20:57.733,1258.733077,shot,"goal, opportunity, touch_in_box",87,41,3158,Roma,3-4-2-1,3254,Frosinone,4-3-3,7905,R. Lukaku,CF,,,,,,,,,left_foot,True,True,gbr,0.03287,0.55,1782417966.0,"{'id': 518046, 'name': 'S. Turati'}",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1782418890.0,59.415559,"['attack', 'throw_in']",25.0,24.0,25.0,100.0,87.0,41.0,3158.0,Roma,3-4-2-1,True,True,True,center,0.0329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,
460123,2124454689,5476514,2H,69,38,01:09:38.776,4188.776783,shot,"goal, opportunity, touch_in_box",87,51,3159,Juventus,5-4-1,3172,Atalanta,3-4-1-2,99452,A. Milik,CF,,,,,,,,,left_foot,True,True,gb,0.08794,0.155,2124456215.0,"{'id': 481319, 'name': 'M. Carnesecchi'}",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2124454680.0,22.5960995,"['attack', 'throw_in']",11.0,10.0,47.0,0.0,87.0,51.0,3159.0,Juventus,5-4-1,True,True,True,left,0.0879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,
103355,1791617649,5476301,1H,20,59,00:20:59.171,1260.17145,shot,"goal, opportunity, touch_in_box",91,58,3166,Bologna,4-2-3-1,3178,Empoli,4-3-3,373768,R. Orsolini,RAMF,,,,,,,,,left_foot,True,True,gbr,0.3072,0.4344,1791617253.0,"{'id': 50849, 'name': 'E. Berisha'}",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1791617642.0,5.9457925,['attack'],7.0,6.0,56.0,51.0,91.0,58.0,3166.0,Bologna,4-2-3-1,True,True,True,right,0.3072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,
272307,1878347346,5476401,1H,8,33,00:08:33.294,514.294091,shot,"opportunity, touch_in_box",92,54,3162,Lazio,4-1-4-1,3178,Empoli,4-2-3-1,3484,Luis Alberto,LCMF,,,,,,,,,right_foot,False,True,gb,0.502,0.511,1878347235.0,"{'id': 558455, 'name': 'E. Caprile'}",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1878347310.0,19.557946,"['set_piece_attack', 'attack', 'free_kick']",12.0,11.0,35.0,57.0,92.0,54.0,3162.0,Lazio,4-1-4-1,True,True,False,center,0.502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,
336694,2093873909,5476440,1H,25,22,00:25:22.026,1523.026538,shot,"opportunity, touch_in_box",88,28,3166,Bologna,4-1-4-1,3176,Fiorentina,4-2-3-1,543793,J. Zirkzee,CF,,,,,,,,,left_foot,False,False,ol,0.1018,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2093873907.0,2.4959205,['attack'],2.0,1.0,62.0,37.0,88.0,28.0,3166.0,Bologna,4-1-4-1,True,False,False,center,0.1018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,
251802,1868881446,5476388,2H,74,58,01:14:58.728,4629.728334,shot,"goal, opportunity",84,50,3192,Salernitana,4-4-1-1,3166,Bologna,4-1-4-1,72397,S. Nwankwo,CF,,,,,,,,,right_foot,True,True,gbr,0.1448,0.4535,1868880487.0,"{'id': 99430, 'name': 'Ł. Skorupski'}",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1868881439.0,3.826256,['attack'],4.0,3.0,63.0,29.0,84.0,50.0,3192.0,Salernitana,4-4-1-1,True,True,True,center,0.1448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,
