Unnamed: 0,event_id,match_id,match_period,minute,second,match_timestamp,video_timestamp,primary_type,secondary_types,location_x,location_y,team_id,team_name,team_formation,opponent_team_id,opponent_team_name,opponent_team_formation,player_id,player_name,player_position,pass_accurate,pass_angle,pass_length,recipient_id,recipient_name,recipient_position,end_location_x,end_location_y,shot_body_part,is_goal,on_target,goal_zone,xg,post_shot_xg,goalkeeper_action_id,goalkeeper,opponent_id_ground_duel,opponent_name_ground_duel,opponent_position_ground_duel,duel_type_ground_duel,kept_possession_ground_duel,progressed_with_ball_ground_duel,stopped_progress_ground_duel,recovered_possession_ground_duel,take_on_ground_duel,side_ground_duel,related_duel_id_ground_duel,opponent_id_aerial_duel,opponent_name_aerial_duel,opponent_position_aerial_duel,opponent_height_aerial_duel,first_touch_aerial_duel,height_aerial_duel,related_duel_id_aerial_duel,yellow_card,red_card,infraction_type,opponent_id_infraction,opponent_name_infraction,opponent_position_infraction,carry_progression,end_location_x_carry,end_location_y_carry,possession_id,possession_duration,possession_types,events_number,event_index,start_location_x,start_location_y,end_location_x_possession,end_location_y_possession,team_id_possession,team_name_possession,team_formation_possession,with_shot,with_shot_on_goal,with_goal,flank,xg_possession,back_pass,short_or_medium_pass,lateral_pass,forward_pass,progressive_pass,loose_ball_duel,carry,long_pass,pass_to_final_third,opportunity,head_pass,recovery,under_pressure,ball_out,loss,hand_pass,foul_suffered,ground_duel,linkup_play,offensive_duel,defensive_duel,foul,dribble,aerial_duel,counterpressing_recovery,pass,deep_completion,touch_in_box,interception,sliding_tackle,progressive_run,smart_pass,cross,deep_completed_cross,pass_to_penalty_area,second_assist,assist,key_pass,shot_assist,goal,conceded_goal,dribbled_past_attempt,shot_after_throw_in,shot_block,free_kick_cross,save,save_with_reflex,shot_after_corner,cross_blocked,through_pass,free_kick_shot,shot,head_shot,whistle,shot_after_free_kick,acceleration,penalty_foul,penalty_goal,penalty_conceded_goal,third_assist,penalty_save
170597,1827936361,5476341,1H,9,46,00:09:46.759,587.759453,interception,"recovery, counterpressing_recovery",30,28,3166,Bologna,4-2-3-1,3162,Lazio,4-3-3,471029,M. Aebischer,RDMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1827936342.0,66.1023,['transition_medium'],28.0,19.0,42.0,78.0,66.0,28.0,3166.0,Bologna,4-2-3-1,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198882,1834873541,5476357,2H,65,45,01:05:45.129,4066.129869,interception,"forward_pass, pass, recovery, counterpressing_recovery, short_or_medium_pass",33,70,3187,Napoli,4-2-3-1,3178,Empoli,4-3-3,99902,P. Zieliński,AMF,True,-41.0,19.0,167641.0,S. Lobotka,LDMF,47.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1834873541.0,9.507511,['transition_medium'],4.0,0.0,33.0,70.0,77.0,41.0,3187.0,Napoli,4-2-3-1,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336162,1937282454,5476439,2H,89,19,01:29:19.816,5525.816012,interception,recovery,9,49,3194,Hellas Verona,4-4-1,3178,Empoli,4-2-3-1,660734,J. Doig,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1937282151.0,55.177727,"['attack', 'throw_in']",25.0,22.0,45.0,100.0,100.0,40.0,3178.0,Empoli,4-2-3-1,False,False,False,left,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149341,1810758590,5476328,2H,68,5,01:08:05.350,4277.350308,interception,"forward_pass, pass, recovery, short_or_medium_pass, under_pressure",29,14,3163,Udinese,3-5-2,3168,Lecce,4-2-3-1,20593,R. Pereyra,LCMF3,True,30.0,8.0,327009.0,Walace,DMF,35.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1810758590.0,4.918973,['transition_low'],4.0,0.0,29.0,14.0,67.0,31.0,3163.0,Udinese,3-5-2,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388002,2089509133,5476470,1H,39,45,00:39:45.552,2386.552614,interception,recovery,4,29,3168,Lecce,4-3-3,3166,Bologna,4-1-4-1,394056,R. Oudin,LCMF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2089509133.0,5.3754105,['transition_low'],5.0,0.0,4.0,29.0,31.0,11.0,3168.0,Lecce,4-3-3,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198953,1834873633,5476357,2H,69,54,01:09:54.886,4315.886269,interception,"lateral_pass, pass, short_or_medium_pass",14,47,3187,Napoli,4-2-3-1,3178,Empoli,4-3-3,208696,M. Politano,RAMF,True,-99.0,12.0,481332.0,G. Raspadori,CF,12.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1834873633.0,4.6647455,['transition_low'],4.0,0.0,14.0,47.0,27.0,12.0,3187.0,Napoli,4-2-3-1,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387628,2089509239,5476470,1H,18,43,00:18:43.428,1124.428032,interception,"loss, shot_block",10,61,3166,Bologna,4-1-4-1,3168,Lecce,4-2-3-1,282799,S. Posch,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2089509239.0,1.3912575,[],1.0,0.0,10.0,61.0,34.0,76.0,3166.0,Bologna,4-1-4-1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443928,2114889875,5476503,2H,51,18,00:51:18.179,3292.179236,interception,"loss, shot_block",3,49,3193,Genoa,3-5-2,3161,Internazionale,3-5-2,511944,J. Vásquez,LCB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2114889875.0,10.6595995,[],5.0,0.0,3.0,49.0,21.0,78.0,3193.0,Genoa,3-5-2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261960,1874451993,5476395,1H,2,51,00:02:51.061,172.061586,interception,,70,98,3168,Lecce,4-3-3,3254,Frosinone,4-3-3,253333,A. Blin,RCMF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1874452150.0,1.577985,['throw_in'],2.0,1.0,15.0,0.0,30.0,2.0,3254.0,Frosinone,4-3-3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243436,1866316209,5476383,2H,91,40,01:31:40.008,5751.008881,interception,"loss, recovery",12,58,3254,Frosinone,3-4-3,3185,Torino,3-4-3,21373,S. Romagnoli,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1866315761.0,21.713575,"['counterattack', 'attack', 'transition_low']",13.0,8.0,11.0,58.0,87.0,50.0,3185.0,Torino,3-4-3,False,False,False,left,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
