clip_id,true_label,predicted_label
1770671797,1,0
1778568790,1,0
2098590040,0,0
1758802340,0,0
1885895593,1,0
1731646178,1,0
1832835293,1,0
1797029208,1,0
1733178130,1,0
1956178320,1,0
1734135183,0,0
1777958764,0,0
1852521602,1,0
1912513322,0,0
1869673391,0,0
2091338510,0,0
1734632278,0,0
1791182121,0,0
2046111036,2,0
1878455999,2,0
1729534064,1,0
1861059432,0,0
1861753175,0,0
1790032095,0,0
1912513396,2,0
2019658872,1,0
1809600032,1,0
1838652940,0,0
1815691916,2,0
1759886593,1,0
2106035104,1,0
1791181379,2,0
2100200459,1,0
1742586325,1,0
1734136036,0,0
2080790305,1,0
1770844264,0,0
1774745819,0,0
2080815115,2,0
1758800821,1,0
1785889284,1,0
1867116084,1,0
1747541412,0,0
2097331223,1,0
2010145671,1,0
1899870470,1,0
1759886023,1,0
1977436618,0,0
1771814251,1,0
1775801003,0,0
1740059446,2,0
