Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,event_id,match_id,match_period,minute,second,match_timestamp,video_timestamp,primary_type,secondary_types,location_x,location_y,team_id,team_name,team_formation,opponent_team_id,opponent_team_name,opponent_team_formation,player_id,player_name,player_position,pass_accurate,pass_angle,pass_length,recipient_id,recipient_name,recipient_position,end_location_x,end_location_y,shot_body_part,is_goal,on_target,goal_zone,xg,post_shot_xg,goalkeeper_action_id,goalkeeper,opponent_id_ground_duel,opponent_name_ground_duel,opponent_position_ground_duel,duel_type_ground_duel,kept_possession_ground_duel,progressed_with_ball_ground_duel,stopped_progress_ground_duel,recovered_possession_ground_duel,take_on_ground_duel,side_ground_duel,related_duel_id_ground_duel,opponent_id_aerial_duel,opponent_name_aerial_duel,opponent_position_aerial_duel,opponent_height_aerial_duel,first_touch_aerial_duel,height_aerial_duel,related_duel_id_aerial_duel,yellow_card,red_card,infraction_type,opponent_id_infraction,opponent_name_infraction,opponent_position_infraction,carry_progression,end_location_x_carry,end_location_y_carry,possession_id,possession_duration,possession_types,events_number,event_index,start_location_x,start_location_y,end_location_x_possession,end_location_y_possession,team_id_possession,team_name_possession,team_formation_possession,with_shot,with_shot_on_goal,with_goal,flank,xg_possession,back_pass,short_or_medium_pass,lateral_pass,forward_pass,progressive_pass,loose_ball_duel,carry,long_pass,pass_to_final_third,opportunity,head_pass,recovery,under_pressure,ball_out,loss,hand_pass,foul_suffered,ground_duel,linkup_play,offensive_duel,defensive_duel,foul,dribble,aerial_duel,counterpressing_recovery,pass,deep_completion,touch_in_box,interception,sliding_tackle,progressive_run,smart_pass,cross,deep_completed_cross,pass_to_penalty_area,second_assist,assist,key_pass,shot_assist,goal,conceded_goal,dribbled_past_attempt,shot_after_throw_in,shot_block,free_kick_cross,save,save_with_reflex,shot_after_corner,cross_blocked,through_pass,free_kick_shot,shot,head_shot,whistle,shot_after_free_kick,acceleration,penalty_foul,penalty_goal,penalty_conceded_goal,third_assist,penalty_save,flank_right,flank_left,flank_center,accurate,not_accurate,normal_pass,on_target_true,on_target_false,goal_true,goal_false,right_foot_true,left_foot_true,head_or_other_true,head_or_other_foot_true,video_timestamp_previous,video_timestamp_next,primary_type_next,primary_type_previous,video_timestamp_2_events_previous,video_timestamp_2_events_next,timestamp_previous_difference,timestamp_next_difference,begin_clip_timestamp,end_clip_timestamp,length_clip
26495,26557,83687,1770843374,5476289,2H,72,45,01:12:45.085,4618.08517,touch,"progressive_run, carry",68,92,3176,Fiorentina,3-5-2,3163,Udinese,3-5-2,20845,G. Bonaventura,RCMF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,13.29,93.0,94.0,1770843366.0,16.504334,"['attack', 'throw_in']",10.0,5.0,42.0,100.0,91.0,93.0,3176.0,Fiorentina,3-5-2,False,False,False,right,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,4615.450885,4623.739447,duel,pass,4611.450503,4624.75306,2.634285000000091,5.654276999999638,4614.79231375,4624.75306,9.96074624999983
10390,10409,385738,2070099304,5476469,1H,8,53,00:08:53.429,534.429534,interception,"loss, recovery, counterpressing_recovery, shot_block",4,58,3236,Monza,3-4-3,3163,Udinese,5-3-2,3647,Pablo Marí,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2070099304.0,0.420794,[],1.0,0.0,4.0,58.0,15.0,44.0,3236.0,Monza,3-4-3,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,533.424793,535.271122,shot,shot,532.311443,541.920237,1.0047409999999672,0.8415880000000016,533.17360775,535.4815189999999,2.307911249999961
25070,25130,202570,1835297021,5476359,2H,68,8,01:08:08.939,4249.93984,touch,"loss, touch_in_box",87,50,3163,Udinese,5-3-2,3172,Atalanta,3-4-3,285509,I. Success,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1835296996.0,13.4654855,['attack'],15.0,13.0,28.0,62.0,94.0,50.0,3163.0,Udinese,5-3-2,False,False,False,center,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,4249.473804,4251.589047,shot_against,duel,4249.455968,4254.323426,0.4660359999998036,1.6492070000003878,4249.455968,4252.00134875,2.545380749999822
23429,23487,356143,2046109699,5476451,2H,60,33,01:00:33.614,3940.614919,touch,carry,35,30,3173,Cagliari,4-3-1-2,3185,Torino,3-4-3,491350,A. Dossena,LCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,13.74,47.0,43.0,2046109697.0,15.3143035,"['set_piece_attack', 'attack', 'free_kick']",14.0,1.0,0.0,47.0,78.0,30.0,3173.0,Cagliari,4-3-1-2,True,False,False,center,0.0038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3938.284825,3943.090214,pass,goal_kick,3866.712997,3945.127053,2.3300939999999173,2.4752949999997327,3937.7023015,3943.70903775,6.006736249999449
13497,13528,197251,1840065303,5476356,2H,77,43,01:17:43.229,4735.229143,pass,"forward_pass, head_pass, loss, pass_to_penalty_area, short_or_medium_pass",76,43,3236,Monza,3-4-1-2,3185,Torino,3-5-2,426411,Dany Mota,CF,False,24.0,10.0,564673.0,D. Zima,CB,85.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1840065281.0,35.9229925,"['attack', 'throw_in']",18.0,17.0,45.0,100.0,85.0,49.0,3236.0,Monza,3-4-1-2,False,False,False,right,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,1.0,0.0,,,,,,,,,4734.539797,4736.37244,pass,pass,4733.982414,4738.999391,0.6893459999992047,1.1432970000005298,4734.367460500001,4736.65826425,2.2908037499992133
23523,23581,365360,2019658704,5476457,1H,7,52,00:07:52.847,473.847747,touch,"loss, touch_in_box",92,59,3315,Sassuolo,4-3-3,3236,Monza,3-4-3,134174,Samu Castillejo,RWF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2019658689.0,15.068964,['attack'],9.0,6.0,54.0,55.0,86.0,61.0,3315.0,Sassuolo,4-3-3,True,False,False,right,0.1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,472.828132,474.527483,interception,pass,472.257107,475.678669,1.0196150000000443,0.6797359999999912,472.57322825,474.697417,2.124188750000087
23716,23774,364034,2051381963,5476456,1H,25,22,00:25:22.790,1523.790079,touch,loss,39,81,3157,Milan,4-2-3-1,3166,Bologna,4-1-4-1,391530,C. Pulišić,RAMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2051381842.0,84.5382445,"['attack', 'transition_medium']",33.0,13.0,45.0,30.0,91.0,26.0,3166.0,Bologna,4-1-4-1,False,False,False,left,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1523.2665,1525.139629,touch,pass,1521.090526,1533.709831,0.5235790000001543,1.3495499999999083,1523.13560525,1525.4770165,2.3414112499999646
16969,17014,16779,1733519086,5476250,1H,6,5,00:06:05.731,366.731131,pass,"forward_pass, short_or_medium_pass",31,76,3161,Internazionale,3-5-2,3173,Cagliari,4-2-3-1,21095,M. Darmian,RCB3,True,45.0,15.0,330003.0,D. Dumfries,RWB,41.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1733519072.0,59.1744105,['attack'],28.0,15.0,73.0,50.0,89.0,31.0,3161.0,Internazionale,3-5-2,True,False,False,left,0.0053,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,1.0,,,,,,,,,364.016508,368.606864,pass,pass,361.397299,370.060006,2.7146230000000173,1.8757329999999683,363.33785225,369.07579725,5.737944999999968
3528,3530,182791,1829417568,5476348,1H,16,2,00:16:02.970,963.97044,duel,loose_ball_duel,76,18,3315,Sassuolo,4-2-3-1,3185,Torino,3-4-1-2,209400,D. Berardi,RAMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,963.97044,965.24876,duel,duel,962.861651,967.29024,0.0,1.2783199999998942,963.97044,965.56834,1.5978999999998678
8370,8382,104841,1778780559,5476302,1H,11,31,00:11:31.903,692.903777,duel,"defensive_duel, ground_duel, loss",62,70,3173,Cagliari,4-4-2,3176,Fiorentina,4-2-3-1,535711,G. Zappa,RW,,,,,,,,,,,,,,,,,544075.0,F. Parisi,LB,defensive_duel,,,False,False,False,right,1778781320.0,,,,,,,,0,0,,,,,,,,1778781308.0,62.04758,"['set_piece_attack', 'attack', 'free_kick']",30.0,7.0,48.0,86.0,86.0,53.0,3176.0,Fiorentina,4-2-3-1,True,False,False,center,0.1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,691.141538,694.487378,pass,touch,690.23699,699.541207,1.7622390000000223,1.5836010000000442,690.7009782499999,694.8832782500001,4.182300000000168
