Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,event_id,match_id,match_period,minute,second,match_timestamp,video_timestamp,primary_type,secondary_types,location_x,location_y,team_id,team_name,team_formation,opponent_team_id,opponent_team_name,opponent_team_formation,player_id,player_name,player_position,pass_accurate,pass_angle,pass_length,recipient_id,recipient_name,recipient_position,end_location_x,end_location_y,shot_body_part,is_goal,on_target,goal_zone,xg,post_shot_xg,goalkeeper_action_id,goalkeeper,opponent_id_ground_duel,opponent_name_ground_duel,opponent_position_ground_duel,duel_type_ground_duel,kept_possession_ground_duel,progressed_with_ball_ground_duel,stopped_progress_ground_duel,recovered_possession_ground_duel,take_on_ground_duel,side_ground_duel,related_duel_id_ground_duel,opponent_id_aerial_duel,opponent_name_aerial_duel,opponent_position_aerial_duel,opponent_height_aerial_duel,first_touch_aerial_duel,height_aerial_duel,related_duel_id_aerial_duel,yellow_card,red_card,infraction_type,opponent_id_infraction,opponent_name_infraction,opponent_position_infraction,carry_progression,end_location_x_carry,end_location_y_carry,possession_id,possession_duration,possession_types,events_number,event_index,start_location_x,start_location_y,end_location_x_possession,end_location_y_possession,team_id_possession,team_name_possession,team_formation_possession,with_shot,with_shot_on_goal,with_goal,flank,xg_possession,back_pass,short_or_medium_pass,lateral_pass,forward_pass,progressive_pass,loose_ball_duel,carry,long_pass,pass_to_final_third,opportunity,head_pass,recovery,under_pressure,ball_out,loss,hand_pass,foul_suffered,ground_duel,linkup_play,offensive_duel,defensive_duel,foul,dribble,aerial_duel,counterpressing_recovery,pass,deep_completion,touch_in_box,interception,sliding_tackle,progressive_run,smart_pass,cross,deep_completed_cross,pass_to_penalty_area,second_assist,assist,key_pass,shot_assist,goal,conceded_goal,dribbled_past_attempt,shot_after_throw_in,shot_block,free_kick_cross,save,save_with_reflex,shot_after_corner,cross_blocked,through_pass,free_kick_shot,shot,head_shot,whistle,shot_after_free_kick,acceleration,penalty_foul,penalty_goal,penalty_conceded_goal,third_assist,penalty_save,flank_right,flank_left,flank_center,accurate,not_accurate,normal_pass,on_target_true,on_target_false,goal_true,goal_false,right_foot_true,left_foot_true,head_or_other_true,head_or_other_foot_true,video_timestamp_previous,video_timestamp_next,primary_type_next,primary_type_previous,video_timestamp_2_events_previous,video_timestamp_2_events_next,timestamp_previous_difference,timestamp_next_difference,begin_clip_timestamp,end_clip_timestamp,length_clip
6345,6352,221698,1869057233,5476370,2H,90,19,01:30:19.993,5484.993596,duel,loose_ball_duel,32,57,3176,Fiorentina,4-2-3-1,3192,Salernitana,3-4-2-1,280115,M. López,RDMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1869057634.0,12.6446445,"['attack', 'transition_medium']",10.0,6.0,46.0,46.0,95.0,53.0,3192.0,Salernitana,3-4-2-1,False,False,False,center,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5484.993596,5484.993596,duel,duel,5484.247518,5485.989594,0.0,0.0,5484.993596,5484.993596,0.0
3956,3960,323541,1949437006,5476432,1H,44,2,00:44:02.453,2643.453713,duel,"defensive_duel, ground_duel",20,86,3163,Udinese,3-5-1-1,3176,Fiorentina,4-2-3-1,581925,F. Ebosele,RW,,,,,,,,,,,,,,,,,284469.0,J. Brekalo,LAMF,defensive_duel,,,True,False,False,,1949437951.0,,,,,,,,0,0,,,,,,,,1949437926.0,40.5991175,"['set_piece_attack', 'attack', 'free_kick']",25.0,18.0,31.0,11.0,100.0,23.0,3176.0,Fiorentina,4-2-3-1,False,False,False,left,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2639.928473,2643.927727,duel,touch,2639.203388,2645.694033,3.52523999999994,0.4740139999998973,2639.203388,2644.0462305,4.842842499999733
2708,2709,392246,2090216330,5476472,2H,81,45,01:21:45.134,4979.134568,pass,"cross, deep_completed_cross, key_pass, lateral_pass, pass_to_penalty_area, progressive_pass, shot_assist",91,84,3176,Fiorentina,4-4-2,3254,Frosinone,4-4-2,700018,M. Kayode,RB,True,-90.0,29.0,302799.0,R. Mandragora,LCMF,91.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2090216292.0,51.886034,['attack'],31.0,27.0,64.0,16.0,92.0,40.0,3176.0,Fiorentina,4-4-2,True,False,False,right,0.1488,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,4976.202859,4979.830275,duel,pass,4974.163076,4980.774169,2.93170900000041,0.6957069999998566,4975.46993175,4980.00420175,4.534270000000106
24255,24313,167791,1832834865,5476339,2H,52,12,00:52:12.287,3199.287681,touch,carry,29,44,3315,Sassuolo,4-4-2,3166,Bologna,4-4-1-1,507518,D. Boloca,RCMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,14.78,43.0,47.0,1832834862.0,33.0056195,"['attack', 'transition_low']",13.0,2.0,23.0,59.0,92.0,28.0,3315.0,Sassuolo,4-4-2,False,False,False,left,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3197.963562,3204.944512,pass,pass,3195.174768,3207.42676,1.3241189999998824,5.656831000000238,3197.63253225,3206.35871975,8.726187500000378
26168,26230,229527,1860160625,5476375,2H,54,15,00:54:15.427,3401.427232,touch,carry,12,28,3236,Monza,4-4-2,3159,Juventus,3-5-2,20704,L. Caldirola,LCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,-0.796,13.0,15.0,1860160620.0,61.993301,"['set_piece_attack', 'attack', 'free_kick']",25.0,4.0,0.0,60.0,90.0,46.0,3236.0,Monza,4-4-2,False,False,False,right,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3400.568602,3403.298227,pass,pass,3399.006657,3406.279946,0.8586300000001756,1.870995000000221,3400.3539445,3403.7659757500005,3.4120312500008367
22991,23049,9580,1729533673,5476245,2H,66,21,01:06:21.003,4062.003177,touch,"progressive_run, carry",76,94,3168,Lecce,4-4-2,3162,Lazio,4-3-3,498425,P. Almqvist,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,13.18,94.0,87.0,1729533672.0,8.5666975,['attack'],5.0,1.0,67.0,63.0,83.0,52.0,3168.0,Lecce,4-4-2,True,False,False,right,0.026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,4059.20341,4065.429979,pass,pass,4058.513583,4067.192645,2.7997669999999744,3.4268019999999524,4058.513583,4066.2866795,7.773096500000065
15035,15071,81643,1773721958,5476288,2H,51,1,00:51:01.164,3130.164468,pass,"lateral_pass, short_or_medium_pass",19,65,3158,Roma,3-4-2-1,3185,Torino,3-4-3,225996,Diego Llorente,CB,True,72.0,22.0,400352.0,R. Kristensen,RWB,26.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1773721957.0,27.4528055,[],12.0,1.0,20.0,31.0,42.0,25.0,3158.0,Roma,3-4-2-1,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,1.0,,,,,,,,,3127.266361,3133.503822,pass,pass,3100.826022,3135.55794,2.898106999999982,3.339354000000185,3126.54183425,3134.3386605,7.796826250000322
2003,2004,29975,1731018523,5476257,2H,52,32,00:52:32.115,3523.115106,pass,"cross, deep_completed_cross, lateral_pass, pass_to_penalty_area, progressive_pass",92,84,3187,Napoli,4-4-2,3315,Sassuolo,4-4-1,22680,G. Di Lorenzo,RB,True,-88.0,32.0,481332.0,G. Raspadori,LW,93.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1731018502.0,25.4774955,['attack'],14.0,11.0,36.0,83.0,95.0,53.0,3187.0,Napoli,4-4-2,False,False,False,right,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,3521.857562,3525.172136,pass,pass,3518.814119,3525.615883,1.2575440000000526,2.0570299999999406,3521.543176,3525.615883,4.072706999999809
18021,18069,358697,2010144410,5476453,1H,20,13,00:20:13.417,1214.417007,shot,"head_shot, opportunity, shot_after_corner, touch_in_box",95,48,3193,Genoa,3-5-2,3168,Lecce,4-3-3,215869,M. Bani,CB,,,,,,,,,head_or_other,0.0,0.0,otr,0.3244,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2010144406.0,1.581732,"['corner', 'set_piece_attack', 'attack']",4.0,3.0,100.0,100.0,95.0,48.0,3193.0,Genoa,3-5-2,True,False,False,right,0.3244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1213.479603,1217.461948,game_interruption,duel,1212.366573,1241.503567,0.937404000000015,3.0449409999998807,1213.245252,1218.22318325,4.977931249999983
2805,2806,151520,1826540134,5476330,1H,4,49,00:04:49.734,290.734525,duel,"aerial_duel, loss",40,14,3254,Frosinone,4-2-3-1,3173,Cagliari,4-3-2-1,547492,Reinier,AMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,246059.0,E. Goldaniga,RCB,188.0,False,185.0,1826540217.0,0,0,,,,,,,,1826540128.0,10.286527,['transition_low'],5.0,4.0,27.0,54.0,40.0,14.0,3254.0,Frosinone,4-2-3-1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,287.49087,293.249446,duel,pass,282.674496,294.627185,3.2436550000000466,2.5149209999999584,286.67995625,293.87817625,7.198219999999992
