Frame,Bbox,Score,Category_ID,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17
1,"[622.25, 135.67, 21.08, 45.7]",0.495,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(632.98, 136.7, 0.56)","(0.0, 0.0, 0.0)","(637.46, 141.86, 0.74)","(625.17, 142.01, 0.7)","(641.15, 149.0, 0.62)","(624.42, 149.38, 0.56)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(636.9, 155.4, 0.82)","(629.02, 155.3, 0.77)","(640.39, 167.49, 0.55)","(627.82, 167.18, 0.71)","(0.0, 0.0, 0.0)","(627.64, 178.74, 0.7)"
1,"[654.44, 241.96, 27.35, 45.96]",0.49,1,"(665.67, 244.03, 0.53)","(0.0, 0.0, 0.0)","(664.31, 242.94, 0.57)","(0.0, 0.0, 0.0)","(660.63, 244.54, 0.63)","(657.41, 252.35, 0.64)","(662.77, 254.15, 0.78)","(0.0, 0.0, 0.0)","(666.14, 264.11, 0.5)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(667.65, 271.88, 0.67)","(669.31, 272.08, 0.87)","(678.63, 284.72, 0.59)","(678.02, 284.79, 0.73)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
1,"[510.42, 190.73, 11.25, 47.37]",0.432,1,"(520.76, 193.09, 0.55)","(0.0, 0.0, 0.0)","(519.16, 191.71, 0.64)","(0.0, 0.0, 0.0)","(515.03, 192.33, 0.68)","(515.5, 199.61, 0.55)","(514.1, 200.42, 0.83)","(0.0, 0.0, 0.0)","(512.62, 211.12, 0.69)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(515.84, 217.95, 0.55)","(514.45, 218.32, 0.63)","(0.0, 0.0, 0.0)","(519.01, 235.58, 0.41)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
1,"[172.38, 301.26, 28.37, 70.06]",0.385,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(189.48, 302.53, 0.48)","(0.0, 0.0, 0.0)","(192.11, 311.11, 0.72)","(178.65, 308.25, 0.55)","(191.95, 321.67, 0.48)","(175.1, 317.02, 0.45)","(0.0, 0.0, 0.0)","(187.15, 318.37, 0.36)","(185.49, 332.37, 0.62)","(176.83, 331.93, 0.46)","(194.15, 348.46, 0.55)","(0.0, 0.0, 0.0)","(197.24, 367.82, 0.43)","(0.0, 0.0, 0.0)"
1,"[219.0, 238.21, 14.78, 35.45]",0.427,1,"(232.71, 240.77, 0.59)","(0.0, 0.0, 0.0)","(231.56, 239.28, 0.69)","(0.0, 0.0, 0.0)","(227.64, 239.78, 0.9)","(223.19, 247.33, 0.65)","(226.16, 247.66, 0.8)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(222.56, 269.61, 0.62)","(224.89, 270.0, 0.72)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
1,"[0.93, 351.7, 18.38, 78.24]",0.419,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(3.31, 353.34, 0.48)","(0.0, 0.0, 0.0)","(6.06, 363.86, 0.69)","(0.0, 0.0, 0.0)","(11.63, 376.85, 0.73)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(5.95, 387.64, 0.73)","(0.0, 0.0, 0.0)","(15.1, 406.1, 0.89)","(0.0, 0.0, 0.0)","(14.94, 425.64, 0.97)"
1,"[153.98, 297.15, 15.68, 55.43]",0.258,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(168.26, 298.52, 0.52)","(164.21, 307.35, 0.51)","(166.48, 307.98, 0.61)","(0.0, 0.0, 0.0)","(172.24, 316.8, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(164.5, 331.9, 0.53)","(0.0, 0.0, 0.0)","(157.32, 349.23, 0.43)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
2,"[337.49, 459.44, 44.34, 90.59]",0.809,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(354.16, 461.4, 0.76)","(363.39, 461.59, 0.85)","(348.59, 470.07, 0.95)","(367.96, 470.86, 1.0)","(344.05, 483.75, 0.95)","(373.29, 484.74, 0.94)","(341.09, 497.72, 0.85)","(378.28, 495.74, 0.89)","(350.4, 498.88, 0.93)","(362.53, 499.39, 0.94)","(351.45, 520.63, 0.94)","(363.01, 521.5, 0.94)","(353.69, 542.59, 0.92)","(363.04, 544.9, 0.95)"
2,"[1252.38, 428.6, 27.68, 81.85]",0.721,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1260.57, 430.76, 0.73)","(1269.21, 430.21, 0.53)","(1260.61, 440.43, 1.0)","(1274.37, 439.9, 0.87)","(1259.58, 454.18, 0.91)","(1276.8, 452.84, 0.63)","(1256.08, 466.41, 0.84)","(0.0, 0.0, 0.0)","(1262.59, 465.61, 0.94)","(1271.64, 465.57, 0.87)","(1259.11, 486.06, 0.91)","(1270.07, 485.72, 0.86)","(1256.63, 506.2, 0.92)","(1270.11, 505.14, 0.84)"
2,"[1210.92, 297.87, 40.69, 69.06]",0.708,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1228.41, 299.33, 0.79)","(0.0, 0.0, 0.0)","(1225.98, 308.59, 0.97)","(1242.66, 306.72, 0.92)","(1223.1, 320.85, 0.94)","(1248.17, 318.02, 0.89)","(1221.31, 326.14, 0.66)","(0.0, 0.0, 0.0)","(1230.33, 331.01, 0.93)","(1241.57, 330.41, 0.91)","(1221.72, 345.7, 0.9)","(1242.87, 346.71, 0.9)","(1215.51, 360.76, 0.89)","(1243.04, 362.49, 0.89)"
2,"[133.89, 355.85, 63.91, 76.35]",0.716,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(158.69, 358.05, 0.61)","(167.7, 357.54, 0.55)","(156.67, 367.13, 0.97)","(172.81, 367.03, 0.97)","(143.53, 373.59, 0.78)","(177.99, 381.19, 0.83)","(137.99, 374.71, 0.57)","(0.0, 0.0, 0.0)","(161.08, 391.89, 1.0)","(172.45, 391.66, 0.98)","(154.32, 409.69, 0.87)","(180.52, 410.53, 0.92)","(152.56, 427.72, 0.62)","(192.35, 425.35, 0.89)"
2,"[408.3, 132.68, 31.59, 53.31]",0.71,1,"(438.76, 134.98, 0.56)","(0.0, 0.0, 0.0)","(437.64, 133.62, 0.62)","(0.0, 0.0, 0.0)","(434.41, 134.16, 0.76)","(437.19, 141.65, 0.82)","(430.54, 140.7, 0.89)","(436.64, 149.92, 0.54)","(427.04, 149.68, 0.69)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(431.62, 156.23, 1.0)","(425.59, 155.55, 0.96)","(435.6, 167.93, 0.97)","(422.22, 169.01, 0.93)","(432.08, 182.13, 0.91)","(412.21, 177.13, 0.82)"
2,"[845.36, 247.14, 31.95, 61.17]",0.681,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(867.2, 248.49, 0.62)","(857.71, 253.86, 0.9)","(868.13, 256.46, 0.89)","(849.97, 256.85, 0.71)","(870.76, 267.05, 0.77)","(0.0, 0.0, 0.0)","(874.36, 275.35, 0.64)","(858.26, 273.85, 0.91)","(865.96, 275.12, 0.92)","(853.97, 289.1, 0.89)","(871.75, 288.99, 0.97)","(849.22, 304.45, 0.89)","(873.74, 303.35, 0.92)"
2,"[608.82, 362.67, 39.39, 78.08]",0.669,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(613.94, 364.15, 0.82)","(0.0, 0.0, 0.0)","(614.34, 373.51, 0.87)","(627.4, 371.14, 0.85)","(612.09, 388.35, 0.77)","(635.93, 381.64, 0.83)","(0.0, 0.0, 0.0)","(636.44, 390.66, 0.71)","(622.29, 396.84, 0.86)","(630.23, 395.76, 0.83)","(628.68, 418.33, 0.93)","(622.7, 416.24, 0.84)","(643.82, 436.36, 0.89)","(626.21, 435.57, 0.81)"
2,"[84.04, 328.01, 22.67, 77.08]",0.632,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(99.3, 329.39, 0.7)","(99.85, 338.33, 0.87)","(93.19, 337.48, 0.98)","(0.0, 0.0, 0.0)","(86.88, 348.44, 0.88)","(0.0, 0.0, 0.0)","(97.33, 356.14, 0.77)","(96.99, 361.31, 0.81)","(91.42, 361.93, 0.89)","(103.1, 380.39, 0.81)","(98.9, 381.13, 0.84)","(96.56, 400.68, 0.66)","(91.93, 401.24, 0.83)"
2,"[110.79, 401.84, 41.13, 78.38]",0.603,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(132.85, 403.48, 0.57)","(122.86, 411.77, 0.78)","(131.22, 413.22, 0.78)","(0.0, 0.0, 0.0)","(129.79, 428.65, 0.75)","(0.0, 0.0, 0.0)","(137.19, 441.68, 0.65)","(121.56, 437.05, 0.83)","(129.27, 437.56, 0.78)","(131.28, 455.39, 0.88)","(144.11, 454.33, 0.72)","(116.77, 469.95, 1.0)","(146.81, 475.11, 0.71)"
2,"[625.4, 135.23, 22.76, 45.82]",0.583,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(634.9, 136.29, 0.58)","(0.0, 0.0, 0.0)","(639.31, 141.82, 0.8)","(627.81, 141.68, 0.83)","(642.89, 149.18, 0.72)","(627.83, 149.35, 0.64)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(639.4, 155.85, 0.84)","(631.0, 155.76, 0.91)","(643.56, 167.69, 0.74)","(628.56, 166.83, 0.79)","(645.34, 177.61, 0.62)","(629.25, 178.26, 0.78)"
2,"[1018.98, 227.02, 34.19, 53.79]",0.549,1,"(1025.02, 229.67, 0.4)","(1025.73, 228.07, 0.51)","(0.0, 0.0, 0.0)","(1028.87, 228.29, 0.7)","(0.0, 0.0, 0.0)","(1031.93, 233.44, 0.86)","(1033.58, 234.53, 0.63)","(1042.26, 235.07, 0.6)","(0.0, 0.0, 0.0)","(1041.94, 239.48, 0.54)","(0.0, 0.0, 0.0)","(1038.29, 254.39, 0.77)","(1042.46, 254.0, 0.75)","(1023.07, 262.78, 0.72)","(1049.33, 267.33, 0.75)","(1026.67, 276.95, 0.61)","(0.0, 0.0, 0.0)"
2,"[222.47, 285.99, 35.1, 66.71]",0.546,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(247.29, 287.46, 0.59)","(235.17, 292.33, 0.61)","(245.07, 294.61, 0.72)","(0.0, 0.0, 0.0)","(244.3, 308.74, 0.72)","(0.0, 0.0, 0.0)","(249.27, 321.34, 0.62)","(227.07, 311.16, 0.67)","(235.19, 312.15, 0.72)","(236.98, 325.4, 0.77)","(251.23, 328.33, 0.72)","(235.1, 344.49, 0.87)","(253.49, 348.62, 0.75)"
2,"[284.53, 258.49, 20.6, 66.9]",0.549,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(303.28, 259.79, 0.43)","(0.0, 0.0, 0.0)","(300.14, 259.62, 0.75)","(292.99, 266.08, 0.77)","(297.64, 268.22, 0.88)","(0.0, 0.0, 0.0)","(295.56, 281.17, 0.69)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(288.44, 286.98, 0.7)","(291.87, 287.78, 0.84)","(299.07, 303.02, 0.54)","(302.07, 303.15, 0.78)","(294.78, 321.72, 0.5)","(295.2, 322.09, 0.72)"
2,"[652.53, 242.79, 36.57, 42.48]",0.456,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(668.46, 243.98, 0.52)","(662.48, 252.62, 0.81)","(670.86, 251.96, 0.7)","(656.23, 261.74, 0.68)","(674.12, 261.42, 0.47)","(655.05, 269.69, 0.52)","(0.0, 0.0, 0.0)","(671.44, 269.99, 0.68)","(675.76, 269.74, 0.65)","(682.85, 282.29, 0.58)","(686.08, 281.82, 0.53)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
2,"[222.02, 238.56, 16.85, 33.82]",0.484,1,"(237.89, 240.91, 0.59)","(0.0, 0.0, 0.0)","(236.44, 239.55, 0.59)","(0.0, 0.0, 0.0)","(231.88, 240.27, 0.61)","(226.78, 247.39, 0.8)","(232.42, 248.44, 0.99)","(0.0, 0.0, 0.0)","(233.48, 259.8, 0.62)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(225.83, 268.0, 0.75)","(229.89, 268.66, 0.87)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
2,"[3.58, 349.18, 17.07, 78.42]",0.437,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(5.23, 350.83, 0.58)","(0.0, 0.0, 0.0)","(9.77, 359.95, 0.77)","(0.0, 0.0, 0.0)","(13.97, 372.73, 0.74)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(9.05, 384.67, 0.77)","(0.0, 0.0, 0.0)","(15.57, 404.11, 0.89)","(0.0, 0.0, 0.0)","(16.16, 423.12, 1.0)"
2,"[500.37, 249.03, 27.61, 61.47]",0.368,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(505.17, 255.01, 0.56)","(518.39, 251.76, 0.47)","(0.0, 0.0, 0.0)","(525.46, 266.82, 0.38)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(505.09, 275.35, 0.66)","(513.81, 273.21, 0.58)","(513.66, 294.2, 0.67)","(0.0, 0.0, 0.0)","(520.1, 306.75, 0.82)","(0.0, 0.0, 0.0)"
2,"[514.56, 190.48, 11.12, 29.92]",0.309,1,"(524.81, 192.83, 0.43)","(0.0, 0.0, 0.0)","(523.3, 191.42, 0.5)","(0.0, 0.0, 0.0)","(519.18, 192.18, 0.59)","(522.72, 199.18, 0.54)","(516.82, 200.01, 0.75)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(517.82, 217.33, 0.51)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
2,"[163.79, 295.19, 13.26, 23.57]",0.253,1,"(176.1, 297.6, 0.27)","(0.0, 0.0, 0.0)","(175.0, 296.16, 0.31)","(0.0, 0.0, 0.0)","(170.93, 297.13, 0.53)","(166.96, 305.89, 0.49)","(169.0, 306.44, 0.58)","(0.0, 0.0, 0.0)","(172.78, 315.86, 0.46)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
3,"[338.6, 459.74, 44.17, 90.49]",0.824,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(355.42, 461.77, 0.8)","(364.35, 461.64, 0.85)","(350.2, 470.95, 0.98)","(369.21, 471.29, 1.0)","(344.88, 484.34, 0.94)","(374.59, 484.83, 0.97)","(342.22, 497.1, 0.91)","(379.21, 496.64, 0.87)","(351.84, 499.84, 0.97)","(364.08, 499.74, 0.95)","(352.26, 521.6, 0.96)","(363.85, 521.5, 0.95)","(355.37, 544.0, 0.93)","(364.39, 545.02, 0.96)"
3,"[1224.94, 294.32, 32.82, 71.67]",0.758,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1234.83, 296.76, 0.74)","(1242.08, 295.78, 0.62)","(1232.37, 306.3, 0.97)","(1248.79, 304.4, 1.0)","(1229.49, 318.77, 0.88)","(1254.43, 315.84, 0.87)","(1227.66, 325.15, 0.55)","(1251.16, 325.24, 0.57)","(1237.22, 327.73, 0.9)","(1248.1, 326.7, 0.94)","(1232.38, 344.71, 0.91)","(1246.44, 344.17, 0.94)","(1230.04, 361.41, 0.87)","(1244.77, 361.84, 0.89)"
3,"[132.1, 356.14, 57.1, 78.13]",0.753,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(154.82, 357.81, 0.71)","(162.91, 358.21, 0.66)","(151.03, 367.15, 0.94)","(167.95, 366.78, 0.98)","(137.39, 373.29, 0.84)","(173.28, 380.9, 0.91)","(135.61, 369.83, 0.67)","(171.91, 392.12, 0.73)","(155.43, 391.0, 0.91)","(166.88, 390.87, 1.0)","(152.0, 411.1, 0.81)","(172.95, 410.64, 0.91)","(154.21, 429.67, 0.61)","(184.32, 423.58, 0.83)"
3,"[412.7, 134.21, 35.28, 51.19]",0.724,1,"(441.11, 136.39, 0.66)","(442.15, 135.26, 0.64)","(439.9, 135.1, 0.7)","(0.0, 0.0, 0.0)","(436.79, 135.82, 0.73)","(441.83, 142.61, 0.81)","(433.22, 141.87, 0.79)","(445.21, 148.89, 0.6)","(428.55, 148.61, 0.59)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(435.93, 155.77, 0.95)","(428.96, 155.38, 0.9)","(438.22, 168.16, 1.0)","(427.02, 168.78, 0.88)","(432.66, 181.88, 0.94)","(416.38, 177.94, 0.71)"
3,"[1252.95, 428.41, 27.87, 81.82]",0.719,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(1261.86, 430.77, 0.78)","(1270.11, 430.0, 0.53)","(1261.77, 440.35, 1.0)","(1275.51, 440.11, 0.86)","(1260.83, 453.84, 0.93)","(1277.66, 453.02, 0.54)","(1256.76, 466.08, 0.89)","(0.0, 0.0, 0.0)","(1263.74, 465.77, 0.94)","(1272.47, 465.61, 0.85)","(1259.92, 485.11, 0.9)","(1270.33, 485.17, 0.84)","(1257.17, 506.0, 0.9)","(1270.78, 504.79, 0.84)"
