Frame,Bbox,Score,Category_ID,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17
19,"[606.28, 606.3, 49.97, 106.67]",0.831,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(624.16, 608.76, 0.8)","(634.87, 609.17, 0.88)","(616.71, 622.54, 0.99)","(638.84, 624.74, 1.0)","(612.53, 639.02, 0.94)","(644.75, 642.28, 0.97)","(612.65, 652.6, 0.9)","(651.82, 654.29, 0.93)","(620.49, 655.51, 0.98)","(634.44, 656.4, 0.98)","(618.2, 678.72, 0.97)","(634.03, 681.23, 0.95)","(612.25, 705.35, 0.94)","(633.36, 707.14, 0.95)"
19,"[2.64, 542.98, 53.35, 93.53]",0.824,1,"(44.42, 545.9, 0.79)","(0.0, 0.0, 0.0)","(42.29, 544.29, 0.82)","(0.0, 0.0, 0.0)","(35.53, 545.63, 0.82)","(45.61, 555.29, 0.92)","(26.02, 555.94, 0.94)","(51.65, 570.53, 0.86)","(14.04, 568.31, 0.96)","(46.87, 562.98, 0.7)","(6.9, 581.77, 0.76)","(39.07, 588.11, 0.93)","(25.74, 587.79, 0.94)","(35.44, 609.94, 0.91)","(20.18, 612.11, 0.92)","(29.98, 623.8, 1.0)","(12.44, 630.93, 0.89)"
19,"[666.91, 149.91, 21.63, 53.44]",0.777,1,"(676.72, 152.35, 0.46)","(677.59, 150.93, 0.48)","(675.88, 151.08, 0.46)","(679.18, 150.91, 0.66)","(673.89, 151.5, 0.61)","(682.74, 156.77, 0.95)","(671.57, 157.72, 0.88)","(686.4, 165.09, 0.87)","(669.64, 166.02, 0.8)","(686.04, 173.26, 0.62)","(668.8, 173.34, 0.67)","(681.9, 173.21, 0.9)","(675.2, 173.36, 0.88)","(682.07, 186.58, 0.81)","(674.66, 187.19, 0.83)","(684.02, 197.27, 0.7)","(674.17, 200.4, 0.84)"
19,"[203.73, 332.7, 30.51, 63.62]",0.792,1,"(220.09, 335.63, 0.83)","(220.87, 333.99, 0.79)","(218.23, 334.5, 0.83)","(222.37, 334.4, 0.64)","(215.18, 335.68, 0.93)","(226.27, 341.33, 0.96)","(212.15, 344.32, 1.0)","(231.18, 346.52, 0.77)","(206.94, 352.44, 0.82)","(228.63, 349.26, 0.63)","(0.0, 0.0, 0.0)","(227.72, 363.16, 0.91)","(219.58, 364.4, 0.94)","(226.63, 382.06, 0.89)","(224.83, 380.83, 0.91)","(215.77, 392.64, 0.56)","(0.0, 0.0, 0.0)"
19,"[281.53, 507.0, 33.61, 93.05]",0.78,1,"(307.53, 509.96, 0.72)","(0.0, 0.0, 0.0)","(306.13, 508.25, 0.75)","(0.0, 0.0, 0.0)","(300.2, 509.87, 0.83)","(306.32, 519.29, 0.93)","(291.05, 521.87, 0.93)","(306.94, 532.25, 0.85)","(285.42, 537.42, 0.96)","(312.01, 543.4, 0.74)","(287.48, 552.11, 1.0)","(305.18, 548.5, 0.93)","(295.49, 549.76, 0.94)","(309.13, 570.65, 0.79)","(298.97, 570.72, 0.89)","(0.0, 0.0, 0.0)","(291.35, 595.32, 0.89)"
19,"[963.33, 333.72, 35.07, 58.33]",0.738,1,"(979.68, 336.33, 0.63)","(981.02, 334.84, 0.59)","(978.23, 334.72, 0.61)","(983.91, 335.12, 0.63)","(0.0, 0.0, 0.0)","(987.59, 342.94, 0.81)","(973.18, 341.71, 0.79)","(992.22, 351.96, 0.7)","(966.2, 346.71, 0.67)","(996.11, 358.25, 0.57)","(0.0, 0.0, 0.0)","(984.57, 363.16, 0.96)","(975.29, 362.44, 0.94)","(984.28, 379.47, 1.0)","(979.75, 377.56, 0.91)","(976.25, 386.78, 0.57)","(975.94, 388.66, 0.77)"
19,"[332.97, 235.24, 24.71, 60.55]",0.661,1,"(340.84, 237.76, 0.49)","(342.03, 236.35, 0.54)","(339.91, 236.31, 0.49)","(345.07, 236.66, 0.65)","(0.0, 0.0, 0.0)","(349.73, 243.27, 0.75)","(337.38, 243.57, 0.7)","(354.81, 248.69, 0.7)","(335.49, 250.93, 0.65)","(354.33, 256.53, 0.62)","(336.06, 254.83, 0.51)","(347.97, 259.57, 0.88)","(341.14, 259.59, 0.85)","(344.65, 274.57, 0.71)","(346.88, 273.87, 0.61)","(342.72, 292.1, 0.73)","(354.75, 278.88, 0.35)"
19,"[124.5, 217.23, 22.97, 55.6]",0.639,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(130.97, 218.36, 0.64)","(139.08, 225.32, 0.85)","(128.31, 225.41, 0.93)","(142.91, 233.16, 0.77)","(126.95, 233.59, 0.74)","(145.19, 240.97, 0.74)","(0.0, 0.0, 0.0)","(137.74, 243.7, 0.85)","(130.75, 243.89, 0.87)","(137.14, 257.82, 0.8)","(130.98, 257.59, 0.82)","(138.0, 269.96, 0.71)","(135.92, 267.95, 0.65)"
19,"[830.72, 517.98, 29.44, 76.49]",0.576,1,"(842.63, 521.2, 0.56)","(844.68, 519.67, 0.55)","(841.81, 519.03, 0.53)","(850.45, 519.64, 0.6)","(0.0, 0.0, 0.0)","(853.31, 529.02, 0.87)","(837.27, 524.76, 0.75)","(844.82, 535.22, 0.51)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(849.14, 552.49, 0.96)","(836.22, 550.49, 0.79)","(854.16, 568.14, 0.87)","(0.0, 0.0, 0.0)","(854.86, 589.17, 0.86)","(0.0, 0.0, 0.0)"
19,"[980.48, 298.87, 15.95, 33.72]",0.423,1,"(984.44, 301.19, 0.6)","(986.0, 299.79, 0.79)","(983.74, 299.79, 0.57)","(989.73, 300.63, 0.67)","(0.0, 0.0, 0.0)","(993.37, 308.68, 0.66)","(983.28, 308.8, 0.62)","(994.14, 319.54, 0.58)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(992.18, 328.84, 0.55)","(985.14, 327.95, 0.45)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
19,"[767.96, 526.84, 58.67, 72.24]",0.444,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(812.44, 531.14, 0.67)","(0.0, 0.0, 0.0)","(804.31, 539.43, 0.54)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(810.81, 559.84, 0.76)","(800.73, 559.92, 0.77)","(821.88, 575.67, 0.5)","(794.87, 580.58, 0.79)","(810.63, 594.26, 0.51)","(774.35, 586.7, 0.85)"
19,"[332.41, 204.62, 18.88, 23.16]",0.296,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(348.78, 207.32, 0.77)","(337.95, 207.1, 0.67)","(0.0, 0.0, 0.0)","(334.61, 215.04, 0.45)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(347.44, 224.39, 0.52)","(340.89, 224.47, 0.46)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
19,"[466.46, 139.02, 16.68, 30.65]",0.251,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(478.32, 141.1, 0.51)","(468.58, 141.78, 0.63)","(481.22, 148.17, 0.41)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(477.74, 156.16, 0.44)","(472.02, 156.46, 0.39)","(478.03, 167.49, 0.24)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
20,"[1189.73, 163.74, 27.36, 55.15]",0.886,1,"(1203.99, 166.07, 0.68)","(1205.47, 164.85, 0.68)","(1203.1, 164.71, 0.63)","(1208.34, 165.79, 0.83)","(1201.99, 165.12, 0.64)","(1211.6, 172.59, 0.96)","(1198.31, 171.32, 0.95)","(1213.81, 181.44, 0.88)","(1194.21, 179.66, 0.89)","(1214.93, 189.33, 0.82)","(1191.85, 188.37, 0.88)","(1207.53, 189.59, 1.0)","(1199.32, 188.77, 0.98)","(1207.95, 203.38, 0.97)","(1197.19, 202.52, 0.91)","(1208.77, 215.59, 0.92)","(1195.89, 215.58, 0.89)"
20,"[877.41, 274.26, 25.65, 66.58]",0.821,1,"(892.13, 276.75, 0.53)","(893.68, 275.27, 0.54)","(891.01, 275.17, 0.54)","(895.91, 276.04, 0.7)","(889.25, 275.56, 0.62)","(898.94, 284.06, 0.92)","(884.98, 283.46, 0.9)","(900.45, 293.98, 0.79)","(880.06, 292.92, 0.85)","(899.88, 303.69, 0.63)","(880.74, 302.61, 0.55)","(894.37, 305.02, 0.99)","(885.87, 304.57, 0.93)","(893.05, 320.71, 0.94)","(884.96, 320.99, 0.91)","(892.02, 335.45, 0.92)","(883.2, 337.47, 0.91)"
20,"[603.51, 606.27, 49.69, 107.29]",0.825,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(622.14, 608.55, 0.78)","(632.56, 609.01, 0.81)","(614.85, 622.34, 0.96)","(635.82, 624.6, 0.97)","(609.57, 638.85, 0.94)","(642.05, 641.87, 0.97)","(609.43, 653.09, 0.88)","(648.87, 653.59, 0.96)","(618.0, 655.58, 0.98)","(631.52, 656.23, 0.96)","(614.57, 678.9, 1.0)","(631.05, 681.0, 0.96)","(609.29, 704.55, 0.96)","(629.84, 707.39, 0.96)"
20,"[829.07, 451.34, 42.61, 68.1]",0.809,1,"(856.08, 454.1, 0.74)","(856.63, 452.43, 0.63)","(854.23, 452.6, 0.73)","(0.0, 0.0, 0.0)","(849.87, 453.45, 0.84)","(860.67, 461.2, 0.95)","(844.89, 462.4, 0.94)","(864.76, 470.53, 0.95)","(839.5, 474.16, 0.93)","(868.62, 480.15, 0.83)","(841.63, 483.41, 0.75)","(855.91, 483.19, 1.0)","(845.24, 483.53, 0.98)","(864.6, 493.69, 0.98)","(833.25, 497.31, 0.78)","(861.03, 514.99, 0.64)","(0.0, 0.0, 0.0)"
20,"[-1.72, 544.52, 53.56, 97.32]",0.805,1,"(38.08, 547.61, 0.55)","(0.0, 0.0, 0.0)","(36.11, 545.7, 0.69)","(0.0, 0.0, 0.0)","(29.83, 547.25, 0.86)","(40.76, 556.92, 1.0)","(21.07, 558.01, 0.98)","(45.79, 568.37, 0.88)","(9.62, 569.9, 0.89)","(48.45, 577.89, 0.62)","(2.39, 581.94, 0.6)","(34.64, 589.22, 0.97)","(22.15, 588.73, 0.94)","(31.24, 610.7, 0.94)","(17.14, 613.36, 0.94)","(27.22, 625.42, 0.89)","(10.25, 636.72, 0.88)"
20,"[203.87, 333.46, 28.89, 68.25]",0.791,1,"(219.86, 336.36, 0.8)","(220.87, 334.69, 0.79)","(218.04, 335.27, 0.81)","(222.59, 335.02, 0.71)","(215.35, 336.28, 0.89)","(226.34, 342.15, 0.96)","(212.61, 344.95, 1.0)","(229.72, 350.41, 0.8)","(206.85, 354.15, 0.85)","(227.86, 351.17, 0.59)","(0.0, 0.0, 0.0)","(227.62, 364.63, 0.89)","(219.85, 365.65, 0.9)","(227.41, 382.72, 0.86)","(224.14, 381.86, 0.92)","(0.0, 0.0, 0.0)","(219.58, 398.06, 0.67)"
20,"[282.51, 507.81, 33.83, 92.4]",0.759,1,"(307.49, 510.59, 0.72)","(0.0, 0.0, 0.0)","(305.79, 509.0, 0.83)","(0.0, 0.0, 0.0)","(299.78, 510.89, 0.9)","(305.84, 518.72, 0.92)","(291.75, 522.89, 0.91)","(304.27, 534.05, 0.67)","(286.22, 538.72, 0.93)","(309.18, 546.46, 0.35)","(286.07, 553.39, 0.93)","(305.55, 548.63, 0.91)","(296.06, 550.44, 0.88)","(311.46, 570.0, 0.86)","(299.09, 572.03, 0.92)","(0.0, 0.0, 0.0)","(288.41, 594.76, 1.0)"
20,"[962.11, 334.49, 32.76, 63.18]",0.703,1,"(979.25, 336.95, 0.57)","(980.58, 335.65, 0.59)","(977.79, 335.82, 0.57)","(983.43, 335.93, 0.56)","(975.94, 335.81, 0.56)","(987.21, 343.92, 0.69)","(971.92, 342.78, 0.77)","(991.29, 352.39, 0.51)","(964.99, 347.0, 0.68)","(992.76, 358.08, 0.41)","(0.0, 0.0, 0.0)","(983.88, 362.84, 0.94)","(975.04, 363.15, 0.89)","(982.93, 377.98, 0.85)","(979.31, 378.85, 0.86)","(978.1, 389.83, 0.56)","(977.1, 394.36, 0.78)"
20,"[664.58, 150.66, 20.83, 51.06]",0.655,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(675.83, 151.66, 0.53)","(670.85, 152.14, 0.53)","(679.75, 157.16, 0.8)","(668.89, 158.17, 0.8)","(683.03, 164.27, 0.76)","(666.63, 166.34, 0.72)","(683.65, 171.31, 0.52)","(0.0, 0.0, 0.0)","(678.67, 171.81, 0.86)","(672.05, 172.37, 0.86)","(679.32, 185.53, 0.84)","(671.83, 186.01, 0.93)","(680.31, 196.62, 0.77)","(670.87, 198.81, 0.85)"
20,"[120.84, 217.02, 22.26, 55.5]",0.649,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(126.93, 218.09, 0.57)","(136.2, 224.98, 0.87)","(124.74, 224.98, 0.89)","(139.24, 233.1, 0.76)","(123.24, 233.08, 0.7)","(140.92, 240.61, 0.69)","(0.0, 0.0, 0.0)","(134.42, 244.36, 0.89)","(126.87, 243.67, 0.96)","(133.8, 257.87, 0.78)","(126.16, 257.91, 0.87)","(133.57, 269.36, 0.71)","(132.35, 267.95, 0.76)"
20,"[327.8, 237.61, 25.79, 57.77]",0.552,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(339.86, 238.82, 0.51)","(0.0, 0.0, 0.0)","(343.83, 244.54, 0.71)","(332.21, 245.89, 0.73)","(350.36, 250.42, 0.54)","(330.36, 253.05, 0.62)","(351.48, 254.42, 0.45)","(329.69, 258.08, 0.49)","(343.23, 260.67, 0.83)","(336.58, 261.41, 0.86)","(339.48, 275.59, 0.73)","(340.3, 276.14, 0.71)","(338.59, 292.06, 0.67)","(0.0, 0.0, 0.0)"
20,"[825.34, 518.25, 30.76, 76.78]",0.511,1,"(840.59, 521.52, 0.62)","(843.06, 520.18, 0.62)","(839.56, 519.21, 0.53)","(848.35, 520.71, 0.61)","(0.0, 0.0, 0.0)","(850.17, 529.58, 0.74)","(831.67, 525.14, 0.61)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(843.87, 551.34, 0.8)","(830.68, 550.81, 0.55)","(851.13, 568.4, 0.9)","(0.0, 0.0, 0.0)","(849.56, 590.02, 0.8)","(0.0, 0.0, 0.0)"
20,"[766.55, 526.3, 63.81, 82.02]",0.447,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(811.04, 530.75, 0.39)","(0.0, 0.0, 0.0)","(801.39, 538.59, 0.21)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(814.79, 562.5, 0.75)","(806.71, 562.7, 0.76)","(824.34, 583.91, 0.79)","(795.68, 582.5, 0.77)","(808.78, 601.85, 0.9)","(772.28, 585.74, 0.78)"
20,"[462.7, 139.43, 18.07, 40.26]",0.375,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(476.64, 141.62, 0.6)","(466.73, 141.72, 0.69)","(478.87, 148.94, 0.46)","(464.72, 148.57, 0.52)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(475.35, 156.2, 0.52)","(469.23, 156.25, 0.54)","(475.27, 167.26, 0.43)","(470.35, 166.98, 0.43)","(473.94, 176.12, 0.36)","(470.09, 177.07, 0.4)"
20,"[978.62, 299.09, 15.02, 32.94]",0.361,1,"(981.58, 301.49, 0.54)","(982.89, 299.96, 0.65)","(0.0, 0.0, 0.0)","(987.07, 300.26, 0.76)","(0.0, 0.0, 0.0)","(990.98, 308.66, 0.59)","(981.23, 308.04, 0.56)","(990.74, 318.1, 0.45)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(989.74, 328.65, 0.47)","(983.3, 328.26, 0.28)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
20,"[329.33, 204.3, 23.66, 23.2]",0.293,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(346.97, 206.8, 0.75)","(335.83, 206.86, 0.67)","(350.69, 214.11, 0.5)","(331.58, 215.27, 0.45)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(345.47, 224.03, 0.49)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
21,"[1186.75, 163.39, 26.41, 55.63]",0.902,1,"(1202.19, 165.79, 0.69)","(1203.49, 164.54, 0.64)","(1201.05, 164.4, 0.72)","(1205.0, 165.13, 0.84)","(1198.86, 164.73, 0.82)","(1207.83, 172.02, 1.0)","(1194.44, 171.3, 0.95)","(1209.69, 180.89, 0.97)","(1190.87, 180.01, 0.94)","(1211.06, 189.95, 0.9)","(1188.92, 188.69, 0.9)","(1204.02, 189.65, 0.96)","(1195.67, 189.29, 0.93)","(1204.74, 203.24, 0.93)","(1193.74, 202.62, 0.9)","(1204.72, 215.08, 0.87)","(1192.08, 215.7, 0.93)"
21,"[600.22, 606.23, 49.85, 106.79]",0.827,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(618.09, 608.41, 0.75)","(628.45, 608.66, 0.88)","(611.01, 622.31, 0.98)","(633.01, 624.46, 1.0)","(606.4, 638.66, 0.97)","(638.57, 642.26, 0.98)","(606.86, 653.15, 0.91)","(645.74, 654.06, 0.89)","(615.37, 655.59, 0.97)","(628.63, 656.06, 0.98)","(611.83, 678.83, 0.96)","(627.81, 680.58, 0.96)","(605.87, 704.79, 0.96)","(626.42, 706.98, 0.92)"
21,"[874.48, 274.36, 25.18, 66.36]",0.797,1,"(889.51, 277.06, 0.5)","(890.82, 275.74, 0.48)","(888.37, 275.47, 0.45)","(892.99, 276.18, 0.68)","(886.83, 275.59, 0.66)","(895.41, 283.8, 0.92)","(882.23, 282.88, 0.94)","(897.07, 293.73, 0.83)","(877.29, 292.73, 0.86)","(0.0, 0.0, 0.0)","(876.85, 303.2, 0.6)","(890.82, 304.78, 0.95)","(882.25, 304.17, 1.0)","(889.16, 320.42, 0.9)","(880.7, 320.61, 0.95)","(888.15, 335.2, 0.92)","(879.11, 337.18, 0.91)"
21,"[960.93, 335.84, 32.01, 65.63]",0.785,1,"(978.18, 338.29, 0.61)","(979.55, 337.0, 0.61)","(976.67, 336.81, 0.61)","(982.05, 337.33, 0.67)","(974.89, 337.16, 0.64)","(985.95, 344.35, 0.82)","(970.48, 343.94, 0.87)","(989.88, 352.36, 0.67)","(963.8, 348.66, 0.74)","(990.87, 359.09, 0.58)","(965.36, 357.83, 0.49)","(982.55, 364.42, 0.92)","(973.01, 364.36, 0.95)","(980.83, 379.31, 0.8)","(977.12, 380.12, 1.0)","(974.61, 387.78, 0.46)","(977.79, 397.86, 0.88)"
21,"[827.89, 451.33, 43.72, 68.1]",0.782,1,"(857.1, 454.16, 0.68)","(857.2, 452.37, 0.47)","(855.12, 452.74, 0.71)","(0.0, 0.0, 0.0)","(850.43, 453.84, 0.81)","(860.38, 461.08, 0.95)","(845.9, 462.97, 0.95)","(863.63, 470.42, 0.9)","(840.43, 474.15, 0.91)","(868.37, 480.21, 0.79)","(843.08, 480.87, 0.74)","(854.08, 484.72, 1.0)","(844.29, 484.86, 0.95)","(861.91, 496.14, 0.91)","(832.13, 500.27, 0.79)","(855.62, 515.04, 0.63)","(0.0, 0.0, 0.0)"
21,"[-1.26, 546.31, 46.99, 99.18]",0.769,1,"(34.34, 549.48, 0.64)","(0.0, 0.0, 0.0)","(32.47, 547.6, 0.68)","(0.0, 0.0, 0.0)","(25.54, 549.34, 0.79)","(35.78, 559.11, 0.98)","(15.18, 559.49, 1.0)","(41.67, 574.28, 0.83)","(2.91, 571.92, 0.73)","(40.08, 571.23, 0.63)","(0.0, 0.0, 0.0)","(29.45, 591.48, 0.97)","(16.4, 591.33, 0.97)","(27.4, 612.97, 0.93)","(11.87, 615.83, 0.96)","(22.98, 625.99, 0.83)","(6.88, 640.24, 0.84)"
21,"[661.46, 151.35, 19.9, 50.93]",0.738,1,"(669.16, 153.74, 0.38)","(669.94, 152.27, 0.38)","(667.91, 152.66, 0.36)","(672.19, 152.37, 0.57)","(666.81, 153.09, 0.55)","(675.86, 157.71, 0.92)","(664.81, 158.9, 0.87)","(679.15, 165.01, 0.84)","(663.62, 167.04, 0.72)","(678.91, 172.03, 0.69)","(663.38, 174.72, 0.48)","(674.89, 173.16, 0.88)","(668.16, 173.46, 0.82)","(676.52, 185.09, 0.78)","(667.96, 185.92, 0.84)","(678.23, 196.15, 0.72)","(667.61, 199.32, 0.79)"
21,"[280.0, 507.9, 36.41, 92.66]",0.758,1,"(307.01, 510.54, 0.74)","(0.0, 0.0, 0.0)","(305.11, 509.04, 0.82)","(0.0, 0.0, 0.0)","(299.55, 510.85, 0.88)","(305.46, 519.25, 0.95)","(290.83, 522.81, 0.96)","(0.0, 0.0, 0.0)","(285.65, 538.11, 0.92)","(0.0, 0.0, 0.0)","(284.29, 552.79, 0.91)","(305.12, 548.72, 0.98)","(295.31, 550.26, 1.0)","(311.52, 569.51, 0.88)","(294.52, 573.0, 0.97)","(298.59, 583.05, 0.63)","(285.05, 595.5, 0.89)"
21,"[205.11, 333.32, 26.83, 70.69]",0.749,1,"(219.36, 335.96, 0.74)","(220.16, 334.38, 0.7)","(217.61, 334.72, 0.77)","(0.0, 0.0, 0.0)","(214.46, 335.93, 0.89)","(225.07, 342.13, 0.93)","(211.97, 345.24, 1.0)","(227.6, 351.41, 0.68)","(207.64, 355.41, 0.8)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(226.53, 364.09, 0.89)","(218.53, 365.29, 0.9)","(228.29, 381.9, 0.81)","(222.29, 382.96, 0.92)","(216.45, 393.86, 0.65)","(217.42, 400.45, 0.83)"
21,"[116.03, 216.94, 22.42, 55.69]",0.648,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(122.57, 218.06, 0.58)","(131.66, 225.21, 0.97)","(119.99, 225.45, 0.91)","(134.66, 232.76, 0.79)","(118.36, 233.61, 0.72)","(136.27, 240.43, 0.57)","(0.0, 0.0, 0.0)","(129.96, 243.44, 0.88)","(122.23, 243.22, 0.83)","(129.84, 256.94, 0.83)","(121.4, 256.63, 0.82)","(130.18, 269.57, 0.76)","(124.09, 267.69, 0.75)"
21,"[320.87, 239.52, 26.27, 55.64]",0.592,1,"(330.1, 241.51, 0.36)","(331.02, 240.42, 0.43)","(0.0, 0.0, 0.0)","(333.66, 240.97, 0.63)","(0.0, 0.0, 0.0)","(338.32, 246.74, 0.69)","(326.87, 247.59, 0.73)","(343.88, 252.09, 0.64)","(324.89, 254.97, 0.62)","(344.96, 256.48, 0.47)","(322.82, 259.6, 0.5)","(337.05, 263.33, 0.75)","(330.23, 263.78, 0.75)","(333.09, 277.41, 0.87)","(331.7, 277.26, 0.7)","(334.72, 292.27, 0.73)","(0.0, 0.0, 0.0)"
21,"[456.81, 139.66, 21.61, 40.23]",0.427,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(473.54, 141.83, 0.57)","(463.32, 142.31, 0.6)","(476.45, 148.82, 0.44)","(460.63, 148.88, 0.49)","(0.0, 0.0, 0.0)","(458.46, 155.82, 0.26)","(472.34, 156.13, 0.62)","(466.35, 155.87, 0.73)","(471.83, 167.28, 0.56)","(467.58, 167.13, 0.58)","(470.39, 177.05, 0.5)","(467.09, 177.43, 0.55)"
21,"[769.34, 528.08, 61.89, 82.8]",0.448,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(813.29, 532.03, 0.5)","(824.86, 536.44, 0.5)","(803.15, 542.89, 0.43)","(827.63, 551.74, 0.46)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(812.27, 565.72, 0.52)","(811.56, 566.44, 0.64)","(820.3, 590.84, 0.52)","(798.83, 587.37, 0.77)","(801.94, 605.06, 0.56)","(775.63, 586.68, 0.85)"
21,"[827.72, 519.32, 24.12, 76.57]",0.405,1,"(840.09, 522.71, 0.66)","(842.22, 520.91, 0.8)","(838.57, 520.32, 0.58)","(846.08, 521.55, 0.54)","(0.0, 0.0, 0.0)","(848.39, 530.23, 0.56)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(842.59, 554.78, 0.57)","(832.36, 553.92, 0.41)","(847.08, 571.12, 0.59)","(0.0, 0.0, 0.0)","(842.89, 591.99, 0.52)","(0.0, 0.0, 0.0)"
21,"[975.73, 299.21, 16.62, 30.4]",0.387,1,"(978.72, 301.57, 0.45)","(980.02, 300.08, 0.57)","(0.0, 0.0, 0.0)","(983.64, 300.45, 0.64)","(0.0, 0.0, 0.0)","(987.86, 308.16, 0.75)","(978.19, 307.52, 0.67)","(989.92, 318.53, 0.59)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(986.92, 325.68, 0.59)","(980.59, 326.03, 0.54)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
21,"[323.46, 204.92, 30.75, 24.07]",0.365,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(343.91, 207.44, 0.68)","(332.97, 207.95, 0.79)","(348.22, 214.25, 0.56)","(328.61, 215.86, 0.57)","(352.23, 219.83, 0.44)","(325.31, 224.7, 0.29)","(342.64, 224.93, 0.53)","(335.92, 225.55, 0.49)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
