Frame,Bbox,Score,Category_ID,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17
1,"[637.16, 140.45, 22.07, 52.23]",0.655,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(645.96, 141.3, 0.42)","(649.32, 141.61, 0.5)","(644.16, 141.68, 0.57)","(652.72, 147.34, 0.79)","(641.53, 147.91, 0.82)","(655.86, 155.57, 0.74)","(639.44, 156.12, 0.71)","(657.25, 163.77, 0.64)","(0.0, 0.0, 0.0)","(652.75, 163.74, 0.83)","(645.77, 164.32, 0.9)","(654.1, 177.1, 0.77)","(647.62, 177.81, 0.84)","(653.98, 188.15, 0.69)","(649.08, 190.0, 0.73)"
1,"[891.3, 309.61, 25.82, 63.08]",0.647,1,"(906.75, 312.42, 0.55)","(907.8, 311.1, 0.56)","(905.21, 311.21, 0.54)","(909.23, 310.83, 0.52)","(902.52, 311.19, 0.59)","(911.68, 316.61, 0.77)","(899.28, 317.63, 0.77)","(914.67, 321.69, 0.65)","(893.93, 325.1, 0.66)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(910.72, 338.11, 0.85)","(902.86, 338.81, 0.81)","(913.25, 354.11, 0.89)","(907.24, 355.09, 0.78)","(910.34, 369.22, 0.82)","(0.0, 0.0, 0.0)"
1,"[961.59, 304.34, 20.12, 70.76]",0.653,1,"(967.75, 306.63, 0.48)","(969.36, 305.16, 0.54)","(0.0, 0.0, 0.0)","(972.76, 305.85, 0.72)","(0.0, 0.0, 0.0)","(975.7, 314.69, 0.87)","(964.98, 312.05, 0.82)","(979.07, 327.02, 0.77)","(0.0, 0.0, 0.0)","(977.65, 338.69, 0.65)","(0.0, 0.0, 0.0)","(972.8, 337.31, 0.89)","(965.64, 336.56, 0.84)","(974.92, 354.78, 0.95)","(965.47, 351.63, 0.73)","(977.13, 371.92, 0.9)","(968.25, 364.36, 0.4)"
1,"[284.69, 201.2, 20.44, 50.93]",0.499,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(293.74, 203.56, 0.66)","(286.96, 203.64, 0.65)","(0.0, 0.0, 0.0)","(289.09, 211.29, 0.52)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(297.15, 220.29, 0.76)","(291.88, 220.51, 0.74)","(301.28, 234.23, 0.83)","(292.23, 234.8, 0.75)","(302.04, 247.92, 0.89)","(289.78, 249.46, 0.71)"
1,"[690.89, 472.33, 45.86, 79.08]",0.411,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(711.08, 473.61, 0.45)","(716.77, 484.05, 0.65)","(703.89, 482.58, 0.63)","(0.0, 0.0, 0.0)","(693.76, 488.04, 0.51)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(713.88, 508.16, 0.8)","(705.95, 508.16, 0.7)","(725.04, 526.04, 0.54)","(717.28, 524.78, 0.52)","(732.64, 547.29, 0.35)","(0.0, 0.0, 0.0)"
2,"[1180.76, 159.46, 26.22, 57.12]",0.887,1,"(1195.68, 161.57, 0.62)","(1197.0, 160.32, 0.7)","(1194.64, 160.3, 0.64)","(1199.12, 160.98, 0.83)","(1192.6, 160.79, 0.76)","(1202.24, 168.21, 1.0)","(1189.22, 167.88, 0.98)","(1204.46, 177.02, 0.96)","(1186.05, 176.49, 0.87)","(1203.56, 185.37, 0.73)","(1182.94, 184.93, 0.79)","(1199.14, 185.33, 0.98)","(1191.13, 185.28, 0.97)","(1198.91, 199.44, 0.91)","(1190.63, 199.53, 0.94)","(1197.45, 212.06, 0.88)","(1189.71, 213.34, 0.92)"
2,"[587.15, 614.37, 46.77, 105.06]",0.811,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(607.8, 616.73, 0.76)","(618.24, 617.23, 0.89)","(599.62, 630.37, 0.97)","(622.47, 633.11, 1.0)","(594.08, 647.69, 0.95)","(626.05, 653.56, 0.93)","(591.39, 662.21, 0.88)","(629.91, 668.8, 0.89)","(603.2, 664.13, 0.96)","(616.92, 665.15, 0.98)","(599.91, 688.16, 0.95)","(616.32, 690.65, 0.96)","(593.79, 711.96, 0.87)","(614.53, 713.98, 0.78)"
2,"[868.15, 275.04, 25.59, 68.56]",0.796,1,"(879.28, 277.51, 0.55)","(880.73, 276.03, 0.63)","(878.0, 276.06, 0.6)","(883.42, 276.71, 0.75)","(876.64, 276.76, 0.55)","(887.66, 285.09, 1.0)","(873.34, 285.25, 0.9)","(891.04, 294.81, 0.79)","(870.93, 295.96, 0.82)","(890.14, 303.78, 0.56)","(872.93, 304.19, 0.69)","(884.88, 306.58, 0.88)","(876.2, 306.42, 0.86)","(886.89, 323.57, 0.76)","(873.2, 323.33, 0.88)","(888.43, 339.93, 0.69)","(871.68, 338.58, 0.85)"
2,"[12.95, 528.53, 63.88, 93.24]",0.812,1,"(53.44, 531.51, 0.49)","(0.0, 0.0, 0.0)","(51.39, 529.81, 0.64)","(0.0, 0.0, 0.0)","(45.28, 531.47, 0.74)","(54.55, 540.0, 0.98)","(34.86, 541.58, 0.96)","(58.61, 551.89, 0.96)","(24.8, 554.15, 0.96)","(61.61, 562.25, 0.65)","(29.25, 549.0, 0.64)","(53.5, 569.47, 1.0)","(39.07, 570.6, 0.98)","(64.47, 587.99, 0.98)","(29.63, 594.64, 0.94)","(71.75, 602.51, 0.87)","(19.5, 615.23, 0.94)"
2,"[106.45, 212.13, 31.52, 57.77]",0.798,1,"(115.74, 214.41, 0.47)","(116.85, 213.1, 0.48)","(114.39, 213.07, 0.53)","(117.86, 213.83, 0.55)","(111.72, 214.28, 0.68)","(121.27, 221.53, 0.91)","(109.77, 222.07, 0.89)","(125.74, 229.86, 0.82)","(108.98, 231.49, 0.75)","(127.32, 236.85, 0.67)","(109.12, 240.89, 0.54)","(121.14, 240.94, 0.94)","(113.23, 241.84, 0.97)","(128.13, 253.95, 0.88)","(112.34, 255.28, 0.94)","(134.73, 264.33, 0.74)","(114.44, 266.37, 0.87)"
2,"[348.58, 223.63, 24.91, 56.14]",0.78,1,"(355.37, 226.03, 0.71)","(356.46, 224.76, 0.74)","(354.38, 225.12, 0.65)","(359.06, 224.88, 0.86)","(353.11, 225.96, 0.58)","(364.03, 230.05, 0.94)","(352.47, 232.16, 0.96)","(370.95, 235.35, 0.81)","(350.89, 239.08, 0.86)","(369.16, 240.78, 0.56)","(352.74, 242.54, 0.64)","(364.85, 245.59, 0.9)","(358.39, 246.78, 0.9)","(363.63, 259.47, 0.8)","(363.82, 259.64, 0.77)","(365.49, 276.65, 0.68)","(0.0, 0.0, 0.0)"
2,"[205.95, 485.57, 36.29, 94.39]",0.758,1,"(234.19, 488.19, 0.6)","(0.0, 0.0, 0.0)","(232.4, 486.7, 0.69)","(0.0, 0.0, 0.0)","(226.91, 488.47, 0.81)","(233.68, 496.18, 1.0)","(218.24, 500.3, 0.94)","(235.69, 507.99, 0.85)","(209.79, 513.26, 0.93)","(239.37, 519.03, 0.59)","(220.85, 520.6, 0.86)","(234.32, 525.4, 0.94)","(225.23, 527.54, 0.94)","(230.41, 546.59, 0.69)","(231.34, 549.95, 0.91)","(0.0, 0.0, 0.0)","(230.11, 574.81, 0.93)"
2,"[846.15, 411.38, 41.06, 62.17]",0.752,1,"(867.31, 414.29, 0.77)","(869.17, 412.6, 0.79)","(866.09, 412.46, 0.69)","(872.8, 413.92, 0.88)","(864.58, 413.73, 0.57)","(877.25, 423.71, 0.96)","(861.33, 422.59, 1.0)","(883.76, 434.47, 0.84)","(853.94, 430.27, 0.86)","(0.0, 0.0, 0.0)","(849.17, 436.7, 0.71)","(872.72, 449.61, 0.93)","(863.25, 448.51, 0.96)","(869.83, 469.65, 0.73)","(865.16, 468.53, 0.8)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
2,"[963.89, 302.94, 20.23, 72.43]",0.719,1,"(970.14, 305.53, 0.57)","(971.89, 304.06, 0.64)","(968.93, 303.79, 0.51)","(974.78, 305.07, 0.77)","(0.0, 0.0, 0.0)","(977.72, 314.42, 0.91)","(966.9, 312.81, 0.91)","(981.46, 327.17, 0.8)","(0.0, 0.0, 0.0)","(980.99, 339.92, 0.63)","(0.0, 0.0, 0.0)","(975.34, 337.1, 1.0)","(967.96, 336.3, 0.95)","(976.88, 354.06, 0.9)","(968.02, 352.53, 0.76)","(978.87, 372.09, 0.85)","(970.51, 365.41, 0.6)"
2,"[123.45, 325.57, 28.48, 68.51]",0.705,1,"(140.22, 327.95, 0.55)","(140.73, 326.45, 0.42)","(138.31, 326.85, 0.62)","(0.0, 0.0, 0.0)","(134.06, 327.97, 0.81)","(144.23, 333.77, 0.88)","(130.27, 336.61, 0.9)","(147.12, 339.17, 0.68)","(126.17, 347.27, 0.81)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(146.11, 354.23, 0.92)","(137.39, 355.81, 0.98)","(148.45, 372.41, 0.84)","(143.7, 372.58, 0.88)","(143.03, 389.06, 0.63)","(143.09, 390.43, 0.69)"
2,"[894.56, 310.64, 30.98, 59.84]",0.683,1,"(911.82, 313.59, 0.58)","(913.14, 312.05, 0.55)","(910.89, 311.86, 0.55)","(915.66, 312.11, 0.68)","(908.51, 311.79, 0.68)","(919.0, 317.97, 0.84)","(905.19, 318.22, 0.91)","(922.89, 325.84, 0.78)","(897.11, 324.7, 0.6)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(917.31, 337.73, 0.76)","(908.28, 337.6, 0.82)","(917.78, 353.52, 0.78)","(911.01, 352.81, 0.73)","(912.77, 367.12, 0.7)","(907.62, 362.49, 0.63)"
2,"[641.44, 141.73, 20.26, 53.1]",0.594,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(652.57, 142.76, 0.55)","(0.0, 0.0, 0.0)","(656.3, 148.23, 0.93)","(645.51, 149.48, 0.83)","(659.38, 155.69, 0.77)","(643.8, 157.33, 0.67)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(656.64, 164.37, 0.86)","(650.13, 165.14, 0.82)","(658.16, 178.36, 0.8)","(651.04, 179.06, 0.8)","(658.88, 190.2, 0.73)","(651.18, 192.05, 0.68)"
2,"[843.68, 485.98, 54.8, 69.79]",0.567,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(885.71, 492.28, 0.82)","(875.64, 489.79, 0.81)","(895.21, 502.77, 0.8)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(885.72, 516.58, 0.86)","(876.09, 514.3, 0.89)","(876.14, 535.24, 0.83)","(862.06, 533.05, 0.91)","(872.53, 548.61, 0.6)","(849.01, 550.45, 0.97)"
2,"[290.68, 200.11, 22.75, 52.76]",0.561,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(298.98, 203.16, 0.68)","(293.15, 202.58, 0.82)","(0.0, 0.0, 0.0)","(294.6, 210.53, 0.62)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(302.33, 219.78, 0.88)","(296.99, 219.81, 0.97)","(307.75, 234.73, 0.85)","(296.7, 235.11, 0.91)","(310.37, 249.26, 0.78)","(294.9, 249.71, 0.87)"
2,"[697.91, 476.34, 34.51, 56.35]",0.327,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(717.9, 477.75, 0.49)","(724.96, 488.76, 0.48)","(711.73, 486.68, 0.7)","(0.0, 0.0, 0.0)","(701.13, 492.4, 0.56)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(723.9, 510.88, 0.49)","(715.66, 510.6, 0.62)","(0.0, 0.0, 0.0)","(728.75, 529.01, 0.41)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
3,"[1181.97, 159.72, 26.29, 58.11]",0.894,1,"(1196.56, 161.88, 0.73)","(1197.98, 160.65, 0.76)","(1195.54, 160.6, 0.65)","(1200.71, 161.32, 0.87)","(1194.18, 161.24, 0.69)","(1203.89, 168.67, 1.0)","(1190.68, 168.42, 0.98)","(1205.64, 177.68, 0.87)","(1187.18, 176.91, 0.91)","(1204.74, 186.66, 0.74)","(1184.1, 185.33, 0.81)","(1200.63, 186.77, 0.98)","(1192.73, 186.63, 0.96)","(1200.15, 200.58, 0.96)","(1192.43, 200.66, 0.94)","(1198.78, 213.23, 0.88)","(1191.67, 214.58, 0.94)"
3,"[14.57, 530.29, 64.38, 92.66]",0.83,1,"(53.63, 533.23, 0.56)","(0.0, 0.0, 0.0)","(51.48, 531.49, 0.52)","(0.0, 0.0, 0.0)","(44.85, 533.51, 0.81)","(54.96, 541.31, 0.98)","(35.49, 543.71, 1.0)","(58.6, 552.77, 0.95)","(24.68, 555.49, 0.99)","(63.13, 562.57, 0.88)","(27.06, 572.07, 0.76)","(52.86, 571.54, 0.97)","(38.39, 572.93, 0.99)","(62.93, 588.34, 0.96)","(30.31, 595.02, 0.98)","(73.62, 600.36, 0.84)","(20.84, 616.68, 0.94)"
3,"[589.98, 612.79, 46.62, 105.4]",0.819,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(610.47, 615.23, 0.71)","(620.87, 615.78, 0.88)","(602.34, 629.54, 0.98)","(625.83, 631.65, 1.0)","(597.07, 646.1, 0.96)","(630.28, 651.15, 0.98)","(594.0, 660.79, 0.88)","(632.43, 667.08, 0.92)","(606.18, 663.3, 0.97)","(620.68, 663.85, 0.98)","(602.63, 687.81, 0.96)","(618.78, 688.99, 0.96)","(597.85, 712.18, 0.89)","(618.08, 712.47, 0.85)"
3,"[869.19, 275.21, 26.49, 67.29]",0.78,1,"(881.31, 277.77, 0.54)","(882.68, 276.25, 0.54)","(879.95, 276.29, 0.56)","(884.8, 276.89, 0.72)","(878.34, 276.7, 0.46)","(889.77, 284.65, 0.87)","(875.46, 285.38, 0.88)","(892.91, 294.16, 0.78)","(871.79, 295.82, 0.8)","(893.24, 303.99, 0.58)","(874.36, 304.1, 0.62)","(887.34, 306.62, 0.88)","(878.55, 306.7, 0.87)","(888.75, 322.88, 0.84)","(875.58, 323.2, 0.94)","(890.67, 338.9, 0.77)","(873.74, 338.62, 0.88)"
3,"[350.96, 225.39, 24.52, 52.87]",0.795,1,"(358.35, 228.06, 0.64)","(359.38, 226.61, 0.7)","(357.18, 226.99, 0.67)","(361.37, 226.7, 0.83)","(355.84, 227.8, 0.76)","(366.3, 231.53, 1.0)","(354.92, 234.05, 0.95)","(373.13, 237.34, 0.91)","(353.43, 241.2, 0.78)","(372.17, 241.86, 0.7)","(354.85, 245.19, 0.42)","(367.43, 247.32, 0.9)","(361.11, 248.8, 0.94)","(366.08, 260.6, 0.84)","(364.26, 261.53, 0.77)","(369.13, 275.09, 0.7)","(0.0, 0.0, 0.0)"
3,"[213.52, 487.19, 36.47, 93.86]",0.794,1,"(241.52, 489.7, 0.65)","(0.0, 0.0, 0.0)","(239.42, 488.21, 0.69)","(0.0, 0.0, 0.0)","(233.59, 489.81, 0.82)","(241.02, 498.23, 1.0)","(225.32, 501.29, 0.97)","(243.33, 509.32, 0.84)","(217.28, 514.22, 0.97)","(246.97, 519.57, 0.63)","(227.47, 521.81, 0.84)","(241.19, 526.95, 0.95)","(232.34, 528.7, 0.97)","(235.83, 546.66, 0.75)","(239.07, 551.36, 0.95)","(231.09, 561.75, 0.43)","(240.08, 576.28, 0.92)"
3,"[109.07, 212.11, 33.2, 59.0]",0.767,1,"(120.0, 214.5, 0.49)","(120.88, 213.09, 0.52)","(118.47, 213.14, 0.58)","(122.0, 213.97, 0.53)","(115.48, 214.38, 0.68)","(125.08, 221.87, 0.87)","(113.06, 222.63, 0.87)","(128.67, 230.19, 0.77)","(111.77, 231.8, 0.66)","(130.63, 237.74, 0.66)","(111.98, 241.07, 0.45)","(125.33, 241.68, 0.87)","(116.77, 242.0, 0.87)","(131.42, 254.32, 0.85)","(116.66, 255.34, 0.86)","(138.88, 262.86, 0.71)","(118.55, 267.44, 0.98)"
3,"[966.0, 303.66, 20.09, 70.84]",0.729,1,"(971.87, 306.16, 0.54)","(973.37, 304.62, 0.59)","(970.85, 304.77, 0.45)","(976.74, 304.92, 0.77)","(0.0, 0.0, 0.0)","(979.69, 314.41, 0.9)","(969.11, 313.22, 1.0)","(983.37, 326.87, 0.73)","(968.44, 322.8, 0.62)","(983.77, 339.06, 0.63)","(0.0, 0.0, 0.0)","(977.6, 336.43, 0.9)","(970.32, 336.12, 0.9)","(978.99, 353.62, 0.86)","(970.87, 352.67, 0.8)","(980.96, 371.26, 0.84)","(973.58, 365.31, 0.65)"
3,"[132.16, 325.71, 29.52, 67.93]",0.717,1,"(149.37, 328.25, 0.62)","(149.68, 326.64, 0.44)","(147.29, 327.09, 0.67)","(0.0, 0.0, 0.0)","(142.71, 328.16, 0.8)","(152.78, 333.78, 0.94)","(139.1, 336.96, 0.9)","(155.13, 340.18, 0.64)","(135.16, 347.32, 0.85)","(0.0, 0.0, 0.0)","(142.9, 346.89, 0.6)","(154.83, 355.16, 0.87)","(145.48, 357.16, 0.87)","(158.2, 372.31, 0.8)","(150.68, 373.57, 0.76)","(149.12, 386.47, 0.63)","(149.98, 389.98, 0.67)"
3,"[847.83, 411.43, 38.64, 60.73]",0.717,1,"(866.56, 414.3, 0.74)","(868.52, 412.6, 0.79)","(865.77, 412.5, 0.64)","(873.04, 413.84, 0.89)","(0.0, 0.0, 0.0)","(877.83, 423.56, 0.95)","(862.02, 422.61, 1.0)","(883.04, 433.86, 0.78)","(853.98, 430.26, 0.82)","(0.0, 0.0, 0.0)","(850.84, 436.42, 0.59)","(872.93, 449.21, 0.91)","(863.12, 448.36, 0.95)","(868.43, 467.91, 0.75)","(864.77, 468.16, 0.89)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)"
3,"[901.94, 310.71, 30.07, 55.9]",0.667,1,"(918.33, 313.84, 0.51)","(919.62, 312.26, 0.53)","(916.84, 312.4, 0.53)","(921.56, 312.03, 0.63)","(913.62, 312.22, 0.62)","(924.75, 318.27, 0.93)","(910.46, 318.12, 0.77)","(929.23, 326.16, 0.78)","(904.73, 325.82, 0.52)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(922.72, 337.86, 0.87)","(913.88, 338.1, 0.84)","(921.57, 352.6, 0.78)","(918.1, 352.12, 0.69)","(916.11, 362.67, 0.57)","(916.93, 363.34, 0.5)"
3,"[645.42, 142.06, 21.51, 53.1]",0.661,1,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(656.61, 143.15, 0.61)","(651.57, 143.4, 0.55)","(660.12, 149.21, 0.88)","(649.23, 149.83, 0.85)","(662.68, 157.26, 0.75)","(647.61, 157.75, 0.76)","(665.05, 165.3, 0.62)","(0.0, 0.0, 0.0)","(660.14, 165.18, 0.91)","(653.13, 165.8, 0.85)","(662.06, 179.03, 0.85)","(654.3, 179.71, 0.81)","(662.64, 191.54, 0.75)","(655.05, 192.24, 0.75)"
3,"[704.94, 479.89, 45.68, 78.44]",0.647,1,"(731.93, 482.9, 0.43)","(0.0, 0.0, 0.0)","(730.35, 480.98, 0.49)","(0.0, 0.0, 0.0)","(726.15, 481.63, 0.64)","(734.84, 491.14, 0.83)","(719.26, 491.02, 0.78)","(737.51, 502.8, 0.65)","(708.12, 499.0, 0.55)","(741.23, 514.44, 0.45)","(0.0, 0.0, 0.0)","(732.59, 515.09, 0.9)","(722.43, 515.71, 0.87)","(739.26, 530.86, 0.78)","(730.57, 530.9, 0.8)","(746.3, 554.0, 0.76)","(733.18, 552.99, 0.7)"
3,"[839.4, 485.7, 55.18, 73.76]",0.619,1,"(870.25, 489.06, 0.32)","(871.94, 487.27, 0.31)","(0.0, 0.0, 0.0)","(876.98, 487.32, 0.6)","(0.0, 0.0, 0.0)","(883.32, 495.72, 0.98)","(871.86, 495.76, 0.77)","(891.17, 508.14, 0.9)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(880.76, 520.1, 0.93)","(871.6, 518.3, 0.9)","(872.74, 537.09, 0.79)","(858.71, 538.11, 0.87)","(867.78, 548.26, 0.45)","(844.29, 554.57, 0.82)"
