frame_number,ID,x_coordinate_pitch,y_coordinate_pitch,x_coordinate_pixel,y_coordinate_pixel,x_min_coordinate_pixel,y_min_coordinate_pixel,x_max_coordinate_pixel,y_max_coordinate_pixel,x_coordinate_hpe_keypoint_0,y_coordinate_hpe_keypoint_0,x_coordinate_hpe_keypoint_1,y_coordinate_hpe_keypoint_1,x_coordinate_hpe_keypoint_2,y_coordinate_hpe_keypoint_2,x_coordinate_hpe_keypoint_3,y_coordinate_hpe_keypoint_3,x_coordinate_hpe_keypoint_4,y_coordinate_hpe_keypoint_4,x_coordinate_hpe_keypoint_5,y_coordinate_hpe_keypoint_5,x_coordinate_hpe_keypoint_6,y_coordinate_hpe_keypoint_6,x_coordinate_hpe_keypoint_7,y_coordinate_hpe_keypoint_7,x_coordinate_hpe_keypoint_8,y_coordinate_hpe_keypoint_8,x_coordinate_hpe_keypoint_9,y_coordinate_hpe_keypoint_9,x_coordinate_hpe_keypoint_10,y_coordinate_hpe_keypoint_10,x_coordinate_hpe_keypoint_11,y_coordinate_hpe_keypoint_11,x_coordinate_hpe_keypoint_12,y_coordinate_hpe_keypoint_12,x_coordinate_hpe_keypoint_13,y_coordinate_hpe_keypoint_13,x_coordinate_hpe_keypoint_14,y_coordinate_hpe_keypoint_14,x_coordinate_hpe_keypoint_15,y_coordinate_hpe_keypoint_15,x_coordinate_hpe_keypoint_16,y_coordinate_hpe_keypoint_16,distance_to_field_keypoint_2,distance_to_field_keypoint_3,distance_to_field_keypoint_8,distance_to_field_keypoint_9,distance_to_field_keypoint_12,distance_to_field_keypoint_13,distance_to_field_keypoint_16,distance_to_field_keypoint_17,distance_to_field_keypoint_26,distance_to_field_keypoint_27,distance_to_field_keypoint_28,distance_to_field_keypoint_29,distance_to_field_keypoint_42,distance_traveled_1_frames,velocity_1_frames,acceleration_1_frames,distance_traveled_3_frames,velocity_3_frames,acceleration_3_frames,distance_traveled_5_frames,velocity_5_frames,acceleration_5_frames,distance_traveled_10_frames,velocity_10_frames,acceleration_10_frames,distance_traveled_20_frames,velocity_20_frames,acceleration_20_frames,direction_1_frames,direction_3_frames,direction_5_frames,direction_10_frames,distance_to_ball_pitch,distance_to_ball_pixel,distance_ball_to_hpe_keypoint_0,distance_ball_to_hpe_keypoint_1,distance_ball_to_hpe_keypoint_2,distance_ball_to_hpe_keypoint_3,distance_ball_to_hpe_keypoint_4,distance_ball_to_hpe_keypoint_5,distance_ball_to_hpe_keypoint_6,distance_ball_to_hpe_keypoint_7,distance_ball_to_hpe_keypoint_8,distance_ball_to_hpe_keypoint_9,distance_ball_to_hpe_keypoint_10,distance_ball_to_hpe_keypoint_11,distance_ball_to_hpe_keypoint_12,distance_ball_to_hpe_keypoint_13,distance_ball_to_hpe_keypoint_14,distance_ball_to_hpe_keypoint_15,distance_ball_to_hpe_keypoint_16,angle_to_ball,angle_to_ball_pixels,min_angle_to_other_players,max_angle_to_other_players,avg_angle_to_other_players,team_Team_1,team_Team_2,team_Goalkeeper_Team_1,team_Goalkeeper_Team_2,team_Referee
0,13.0,81.82359,51.64869,906.5,378.0,891.0,301.0,922.0,378.0,906.75,312.42,907.8,311.1,905.21,311.21,909.23,310.83,902.52,311.19,911.68,316.61,899.28,317.63,914.67,321.69,893.93,325.1,0.0,0.0,0.0,0.0,910.72,338.11,902.86,338.81,913.25,354.11,907.24,355.09,910.34,369.22,0.0,0.0,83.0124309700739,84.55018958526094,65.37146453952397,75.47127089963315,83.44139114894416,96.76098127651328,7.129583713854886,38.383789795907845,31.476658011570986,27.075988185754383,28.36390659879075,56.61036069720437,34.22498133775005,,,,,,,,,,,,,,,,-61.191104698632294,-49.5705862598932,-45.92398582806382,-45.440446000867354,7.18862878911952,264.1102989283076,157.64301348299583,159.69676546505255,159.02254337042908,958.0109602713321,158.96013336682879,155.2916031213536,151.01751454715443,958.0109602713321,137.31472535747938,958.0109602713321,958.0109602713321,134.9038565052905,133.06614896358877,121.31606035476094,958.0109602713321,958.0109602713321,958.0109602713321,-171.5088914177149,125.41968135491058,-159.30137627642117,158.31941363982676,4.196804726708943,0,1,0,0,0
0,14.0,61.228657,59.83633,43.0,621.0,15.0,517.0,71.0,621.0,53.59,530.34,0.0,0.0,51.83,528.91,0.0,0.0,45.3,530.36,54.69,538.77,34.7,540.67,59.06,550.92,24.89,553.26,0.0,0.0,25.99,567.62,53.01,568.74,38.61,569.21,62.21,587.82,30.97,591.66,67.38,604.61,21.32,609.92,65.12435540519765,67.95875286513315,45.08865810729045,64.15134699497656,61.77049385283982,85.61153454472719,27.85786271789524,53.46464950378761,52.776644167060205,49.07304499921258,44.52612704217567,74.13714943033125,27.27096291368336,,,,,,,,,,,,,,,,-43.37901294708747,-42.4045840091476,-38.58956477276405,131.26342241276214,16.352173643850804,749.3230278057655,776.8842747797127,958.0109602713321,778.9394916808365,958.0109602713321,785.0378613162553,776.8443069238522,791.7776600157396,773.274357844614,958.0109602713321,958.0109602713321,958.0109602713321,780.2843443899153,791.7250417916564,780.746003576067,791.548567935032,786.6725674637447,958.0109602713321,-34.44521772026459,-6.247819911145226,-75.87663979156335,51.03488319529555,-28.784515232906813,1,0,0,0,0
0,1.0,80.94936,20.48072,436.0,177.0,425.0,121.0,447.0,177.0,1194.14,160.61,1195.56,159.39,1193.07,159.16,1198.01,160.17,1191.34,159.62,1200.86,167.62,1187.85,167.2,1203.16,176.32,1184.75,176.0,1202.0,184.69,1181.62,184.4,1197.67,185.39,1189.76,185.28,1197.78,198.92,1189.55,198.97,1197.01,211.26,1188.54,212.66,82.75012775018575,81.54877167845233,72.71410360536012,64.78955885823441,93.86629537329614,83.50005627440939,34.505542875132534,10.04880903496449,25.996841798190957,29.550249810921787,53.258943176922855,31.589444741010468,31.498209680490024,,,,,,,,,,,,,,,,12.659279220924025,73.21784522316332,48.711133311346735,47.886411874729795,30.74549758671069,549.0537314325438,958.0109602713321,958.0109602713321,958.0109602713321,958.0109602713321,958.0109602713321,664.3686953793052,667.8290752131117,958.0109602713321,958.0109602713321,958.0109602713321,958.0109602713321,658.9205337519844,657.6244616040374,656.9049493648225,646.9046583539185,661.7004081153343,639.0844081966012,101.70153723205738,45.47878367029528,48.00094731692174,138.04278131497165,99.87487576621564,1,0,0,0,0
0,15.0,75.180275,63.00781,874.0,557.0,847.0,478.0,901.0,557.0,879.55,480.73,880.89,478.78,0.0,0.0,885.98,478.97,0.0,0.0,891.0,488.35,879.86,487.25,900.04,498.25,0.0,0.0,893.53,502.86,0.0,0.0,889.22,512.25,880.27,511.13,877.4,529.48,863.78,527.33,879.06,543.61,859.81,545.15,79.34161710533553,81.96710444864507,59.345054086108796,76.54975391546715,75.34584074580226,98.09208785061601,15.996119834404073,50.93039593201702,44.22384503167405,39.143766586521814,30.23471473955436,69.70796193106924,36.821839133014485,,,,,,,,,,,,,,,,-58.77845648754118,-56.936118826862376,-50.92746822531334,97.28433778259424,12.429320767499457,102.20078277586722,958.0109602713321,958.0109602713321,958.0109602713321,958.0109602713321,576.454961380332,566.4795464092239,574.5188095267204,559.3305377860215,572.7796653164286,958.0109602713321,958.0109602713321,556.3700755791958,561.1409241892807,958.0109602713321,958.0109602713321,958.0109602713321,958.0109602713321,-92.1510066590336,-167.61924307119284,-167.19316808875064,143.83170814601596,-79.16492121399874,0,1,0,0,0
0,2.0,85.416985,27.812214,648.5,200.0,636.0,133.0,661.0,200.0,0.0,0.0,0.0,0.0,645.96,141.3,649.32,141.61,644.16,141.68,652.72,147.34,641.53,147.91,655.86,155.57,639.44,156.12,657.25,163.77,0.0,0.0,652.75,163.74,645.77,164.32,654.1,177.1,647.62,177.81,653.98,188.15,649.08,190.0,85.9816450551752,85.45467576031537,73.77824704716416,70.31709733420043,94.3987256418403,89.83084377256694,26.517616050188217,14.29854542043452,19.74676814312866,21.915212278049847,44.70517470720016,34.01490461090813,33.49353025953383,,,,,,,,,,,,,,,,-28.779077199929596,33.06402369649378,61.04077906518948,9.408935628887528,25.16467946295767,430.61380609543863,494.48932698289855,494.7401289566069,496.323892735379,493.12676635932064,497.0052369945411,486.3079690895472,494.7493622027218,478.3979266259418,491.13238642956543,472.5490179864942,484.97792413675904,475.9309571776142,481.7087947090026,464.2016744907325,476.2916124602658,452.5991261591211,470.925983250022,115.17138744518537,67.05687319169947,-121.3570389839807,166.63471816183207,100.98396575408285,0,1,0,0,0
0,4.0,73.3077,31.3667,296.0,257.0,282.0,189.0,310.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.74,203.56,286.96,203.64,0.0,0.0,289.09,211.29,0.0,0.0,0.0,0.0,297.15,220.29,291.88,220.51,301.28,234.23,292.23,234.8,302.04,247.92,289.78,249.46,73.57648340919731,73.31475103591116,61.2061573698874,59.44703236511198,81.95131340183488,79.73637101120016,27.384023444820592,23.187080390979236,31.708602715686936,32.30915779755825,48.439658700380974,44.5900395689373,20.9736667877264,,,,,,,,,,,,,,,,-44.99630953499269,-33.06332701719843,-30.454816301468036,-26.730440505559727,19.27190750718526,607.0551869476119,958.0109602713321,958.0109602713321,958.0109602713321,958.0109602713321,780.592144016323,775.1279740791194,780.0873351747226,958.0109602713321,958.0109602713321,958.0109602713321,958.0109602713321,771.8817591444949,774.5917761634189,764.2379374252498,766.234498375008,958.0109602713321,958.0109602713321,85.81604035479262,29.620325450734974,-54.93218230551565,174.09818881131005,72.92307509066254,0,1,0,0,0
1,6.0,72.69759,61.946316,723.0,564.0,696.0,467.0,750.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.9,477.75,724.96,488.76,711.73,486.68,0.0,0.0,701.13,492.4,0.0,0.0,0.0,0.0,723.9,510.88,715.66,510.6,0.0,0.0,728.75,529.01,0.0,0.0,0.0,0.0,76.65018648337991,79.26706313539991,56.735809467597335,73.9690822346283,72.9492098722001,95.51065995515943,17.620970028138913,50.62580009661345,45.185978172756855,40.41975276092493,32.864761467195834,69.86266163257365,34.48099992289793,0.1605595577094167,"(0.1605595577094167, 0.1605595577094167)",,,,,,,,,,,,,,-25.435428101188847,-42.306365888882816,-21.955795058715022,67.58334213906383,11.622035528237028,100.44899203078147,958.573940809993,958.573940809993,958.573940809993,958.573940809993,75.77648315935492,63.128872158466436,71.56497257737193,958.573940809993,69.1012337082342,958.573940809993,77.80082904442595,68.56906664086945,76.16100905318945,81.28236032498071,104.1350685408139,92.06265095031756,117.43488621359495,-79.9613592926086,-19.17900802581072,-169.6932905325421,126.87105070093199,-62.05972535475573,1,0,0,0,0
1,3.0,82.94616,52.558815,973.0,382.0,960.0,294.0,986.0,382.0,970.14,305.53,971.89,304.06,968.93,303.79,974.78,305.07,0.0,0.0,977.72,314.42,966.9,312.81,981.46,327.17,0.0,0.0,980.99,339.92,0.0,0.0,975.34,337.1,967.96,336.3,976.88,354.06,968.02,352.53,978.87,372.09,970.51,365.41,84.27537076640404,85.86790329832512,66.4652086716211,76.89905365450808,84.37117722994432,98.19620352894866,5.777284441668745,39.10521071055269,31.298615794695948,26.620380380985285,26.922148520876874,56.998253668969404,35.65667166519374,0.08610755076638743,"(0.08610755076638743, 0.08610755076638743)",,,,,,,,,,,,,,-68.91130849863272,-65.22594332816895,-74.58704543475159,-65.54838289850692,8.475993042570146,305.41283535568704,250.62280283326177,251.63076520966192,252.60905961584197,250.23375351858508,252.83526039696278,243.45198130226834,247.3345738064131,239.0512633306923,241.32491168547023,958.573940809993,232.2187675447443,225.2267040117579,228.98174184855878,210.25271199202166,216.02100360844543,196.32363332008705,203.42866366370302,-165.95765516978705,138.88137603220946,-157.3479421737975,161.21856939530872,-8.274951081369949,0,1,0,0,0
1,14.0,61.38871,59.889774,42.5,628.0,12.0,518.0,73.0,628.0,53.44,531.51,0.0,0.0,51.39,529.81,0.0,0.0,45.28,531.47,54.55,540.0,34.86,541.58,58.61,551.89,24.8,554.15,61.61,562.25,29.25,549.0,53.5,569.47,39.07,570.6,64.47,587.99,29.63,594.64,71.75,602.51,19.5,615.23,65.29304159003478,68.12614758803446,45.25418540544168,64.30129942003022,61.92212430708162,85.76338838084114,27.712218488349652,53.429232297875245,52.673929799972164,48.95459299661017,44.35899428624831,74.08596143635269,27.373154372947287,0.1687403189156074,"(0.1687403189156074, 0.1687403189156074)",,,,,,,,,,,,,,-43.37901294708747,-42.4045840091476,-38.58956477276405,131.26342241276214,16.307724368372426,749.822812403037,776.863138783145,958.573940809993,778.9205426100918,958.573940809993,785.0172123590667,776.8126911939584,791.745428089105,773.2299738758192,958.573940809993,958.573940809993,958.573940809993,780.2144308457772,791.6547238537771,780.6473737226047,791.4516001626379,786.5618401626156,958.573940809993,-35.14527112905587,-6.696530259628512,-75.83105510904268,49.84706890240073,-29.0940552297157,1,0,0,0,0
1,7.0,65.99174,45.483288,138.5,401.0,121.0,318.0,156.0,401.0,140.22,327.95,140.73,326.45,138.31,326.85,0.0,0.0,134.06,327.97,144.23,333.77,130.27,336.61,147.12,339.17,126.17,347.27,0.0,0.0,0.0,0.0,146.11,354.23,137.39,355.81,148.45,372.41,143.7,372.58,143.03,389.06,143.09,390.43,66.45502086735699,67.70469555743922,50.244840209117875,58.7375260393975,69.72741016512946,80.14760676820103,24.119158090110147,38.82379147590865,41.840900488920795,39.78699475556171,45.04050267852748,59.91972983807943,17.717022213179973,0.2998375915597382,"(0.2998375915597382, 0.2998375915597382)",,,,,,,,,,,,,,-44.882197564529285,-26.91287656583806,-13.65754551906724,-19.399472110885394,10.071370345268237,690.1784189613581,526.6117423681322,958.573940809993,528.6626481982626,958.573940809993,533.0198650144289,532.9410366072406,531.3736693702465,958.573940809993,533.3109038825289,958.573940809993,958.573940809993,537.6570733283437,531.817606797669,539.8943103978778,512.576085474147,554.0575642476149,511.1071845513424,29.889935751445886,12.007909056244184,-79.71785621850849,107.71923441916209,14.725628815623217,0,1,0,0,0
