0,0,837,300,880,378,-1,-1,-1,-1
0,1,580,206,609,281,-1,-1,-1,-1
0,2,132,407,176,514,-1,-1,-1,-1
0,3,900,187,932,257,-1,-1,-1,-1
0,4,1179,181,1216,243,-1,-1,-1,-1
0,5,571,339,611,445,-1,-1,-1,-1
0,6,610,448,660,558,-1,-1,-1,-1
0,7,698,172,733,228,-1,-1,-1,-1
0,8,1109,223,1150,292,-1,-1,-1,-1
0,9,336,305,391,392,-1,-1,-1,-1
0,10,233,326,294,433,-1,-1,-1,-1
0,11,456,307,499,397,-1,-1,-1,-1
0,12,1141,403,1185,498,-1,-1,-1,-1
0,13,819,146,841,198,-1,-1,-1,-1
0,14,709,119,735,187,-1,-1,-1,-1
1,2,129,245,157,308,-1,-1,-1,-1
1,15,132,118,152,166,-1,-1,-1,-1
1,11,449,258,478,315,-1,-1,-1,-1
1,16,849,97,877,143,-1,-1,-1,-1
1,17,1067,475,1104,561,-1,-1,-1,-1
1,0,825,283,863,339,-1,-1,-1,-1
1,18,549,264,573,317,-1,-1,-1,-1
1,19,319,153,338,199,-1,-1,-1,-1
1,20,619,178,646,233,-1,-1,-1,-1
1,21,295,120,317,165,-1,-1,-1,-1
1,22,994,409,1031,460,-1,-1,-1,-1
1,23,777,257,815,310,-1,-1,-1,-1
1,24,511,129,529,180,-1,-1,-1,-1
1,7,693,538,735,621,-1,-1,-1,-1
1,25,0,285,18,347,-1,-1,-1,-1
1,26,698,483,740,547,-1,-1,-1,-1
1,27,263,60,283,96,-1,-1,-1,-1
1,28,48,36,66,75,-1,-1,-1,-1
2,29,508,267,540,337,-1,-1,-1,-1
2,17,1054,279,1083,348,-1,-1,-1,-1
2,30,559,393,605,470,-1,-1,-1,-1
2,18,567,316,591,386,-1,-1,-1,-1
2,31,787,366,827,443,-1,-1,-1,-1
2,32,306,432,352,510,-1,-1,-1,-1
2,23,784,222,814,277,-1,-1,-1,-1
2,33,874,353,913,429,-1,-1,-1,-1
2,34,768,461,806,543,-1,-1,-1,-1
2,35,194,374,239,451,-1,-1,-1,-1
2,36,90,406,140,487,-1,-1,-1,-1
2,37,724,208,747,254,-1,-1,-1,-1
2,15,117,359,147,429,-1,-1,-1,-1
2,16,857,198,879,243,-1,-1,-1,-1
3,29,464,320,497,385,-1,-1,-1,-1
3,38,1135,259,1163,332,-1,-1,-1,-1
3,39,260,374,293,460,-1,-1,-1,-1
3,40,350,391,383,474,-1,-1,-1,-1
3,16,863,200,893,265,-1,-1,-1,-1
3,32,304,444,339,539,-1,-1,-1,-1
3,41,323,229,361,299,-1,-1,-1,-1
3,42,717,329,745,403,-1,-1,-1,-1
3,43,490,187,519,242,-1,-1,-1,-1
3,44,1017,500,1073,597,-1,-1,-1,-1
3,45,11,242,42,308,-1,-1,-1,-1
3,46,767,292,800,350,-1,-1,-1,-1
3,33,891,331,914,406,-1,-1,-1,-1
3,37,732,272,759,334,-1,-1,-1,-1
4,47,1077,218,1108,287,-1,-1,-1,-1
4,41,308,255,351,331,-1,-1,-1,-1
4,48,1197,308,1234,389,-1,-1,-1,-1
4,49,1245,317,1280,404,-1,-1,-1,-1
4,50,1231,225,1265,302,-1,-1,-1,-1
4,51,619,280,646,350,-1,-1,-1,-1
4,52,1251,527,1280,597,-1,-1,-1,-1
4,53,723,476,777,565,-1,-1,-1,-1
5,54,443,168,482,224,-1,-1,-1,-1
5,55,517,162,553,221,-1,-1,-1,-1
5,56,165,243,213,332,-1,-1,-1,-1
5,57,1162,167,1197,232,-1,-1,-1,-1
5,58,229,259,273,353,-1,-1,-1,-1
5,59,286,352,342,443,-1,-1,-1,-1
5,60,993,173,1031,246,-1,-1,-1,-1
5,61,988,301,1021,347,-1,-1,-1,-1
5,62,965,160,994,225,-1,-1,-1,-1
5,63,524,265,564,342,-1,-1,-1,-1
5,64,795,169,815,207,-1,-1,-1,-1
5,65,432,118,454,183,-1,-1,-1,-1
5,66,841,151,880,207,-1,-1,-1,-1
5,67,983,262,1010,321,-1,-1,-1,-1
5,68,921,202,946,257,-1,-1,-1,-1
5,69,829,167,850,209,-1,-1,-1,-1
6,56,179,247,213,318,-1,-1,-1,-1
6,70,373,289,403,364,-1,-1,-1,-1
6,71,252,466,287,561,-1,-1,-1,-1
6,72,32,349,79,423,-1,-1,-1,-1
6,73,946,233,987,305,-1,-1,-1,-1
6,74,505,248,543,313,-1,-1,-1,-1
6,75,936,493,984,575,-1,-1,-1,-1
6,76,65,273,97,340,-1,-1,-1,-1
6,77,681,286,708,363,-1,-1,-1,-1
6,78,408,195,432,257,-1,-1,-1,-1
6,79,364,187,388,249,-1,-1,-1,-1
6,80,827,489,865,584,-1,-1,-1,-1
6,81,571,257,599,328,-1,-1,-1,-1
6,82,879,441,909,518,-1,-1,-1,-1
6,83,855,370,889,450,-1,-1,-1,-1
6,84,147,655,190,718,-1,-1,-1,-1
6,85,826,380,861,442,-1,-1,-1,-1
6,86,537,247,565,306,-1,-1,-1,-1
7,70,402,290,436,367,-1,-1,-1,-1
7,73,965,207,999,286,-1,-1,-1,-1
7,87,523,259,551,339,-1,-1,-1,-1
7,88,742,150,765,217,-1,-1,-1,-1
7,72,36,414,72,502,-1,-1,-1,-1
7,56,161,157,185,229,-1,-1,-1,-1
7,76,69,118,95,180,-1,-1,-1,-1
7,89,530,145,554,210,-1,-1,-1,-1
7,90,460,138,482,203,-1,-1,-1,-1
7,91,217,254,253,323,-1,-1,-1,-1
7,92,1152,282,1188,366,-1,-1,-1,-1
7,78,383,121,406,183,-1,-1,-1,-1
7,93,320,105,352,166,-1,-1,-1,-1
7,94,229,114,251,176,-1,-1,-1,-1
7,95,1012,144,1041,214,-1,-1,-1,-1
7,96,25,274,57,352,-1,-1,-1,-1
7,81,570,195,598,259,-1,-1,-1,-1
7,97,304,69,329,122,-1,-1,-1,-1
7,98,8,235,27,273,-1,-1,-1,-1
7,99,11,260,36,322,-1,-1,-1,-1
8,100,1034,350,1065,435,-1,-1,-1,-1
8,101,770,286,809,358,-1,-1,-1,-1
8,87,524,230,552,289,-1,-1,-1,-1
8,102,706,312,738,390,-1,-1,-1,-1
8,103,897,311,925,382,-1,-1,-1,-1
8,104,122,420,158,523,-1,-1,-1,-1
8,105,867,300,895,371,-1,-1,-1,-1
8,91,208,247,235,303,-1,-1,-1,-1
8,106,616,415,648,506,-1,-1,-1,-1
8,107,618,334,644,409,-1,-1,-1,-1
8,108,369,235,391,292,-1,-1,-1,-1
8,109,302,283,325,345,-1,-1,-1,-1
8,78,344,207,365,254,-1,-1,-1,-1
8,110,1144,517,1187,626,-1,-1,-1,-1
8,111,237,204,265,249,-1,-1,-1,-1
8,72,14,502,52,607,-1,-1,-1,-1
8,112,751,262,776,325,-1,-1,-1,-1
8,113,303,248,321,298,-1,-1,-1,-1
8,92,1189,250,1210,305,-1,-1,-1,-1
9,87,530,358,564,435,-1,-1,-1,-1
9,114,97,248,123,308,-1,-1,-1,-1
9,109,298,280,323,351,-1,-1,-1,-1
9,113,335,291,358,357,-1,-1,-1,-1
9,115,346,371,385,449,-1,-1,-1,-1
9,116,1235,442,1273,532,-1,-1,-1,-1
9,78,327,221,348,278,-1,-1,-1,-1
9,104,120,215,146,273,-1,-1,-1,-1
9,101,800,284,826,337,-1,-1,-1,-1
10,117,892,429,925,511,-1,-1,-1,-1
10,118,406,321,442,384,-1,-1,-1,-1
10,119,402,231,430,283,-1,-1,-1,-1
10,120,683,283,711,345,-1,-1,-1,-1
10,121,1051,408,1087,485,-1,-1,-1,-1
10,122,538,175,556,225,-1,-1,-1,-1
10,123,1142,281,1169,347,-1,-1,-1,-1
10,124,521,228,540,282,-1,-1,-1,-1
10,125,43,169,69,222,-1,-1,-1,-1
10,126,652,349,686,414,-1,-1,-1,-1
10,101,770,239,790,291,-1,-1,-1,-1
10,127,857,263,875,317,-1,-1,-1,-1
10,128,745,655,777,719,-1,-1,-1,-1
10,129,1012,281,1036,340,-1,-1,-1,-1
10,130,1230,196,1251,238,-1,-1,-1,-1
10,131,1200,306,1225,370,-1,-1,-1,-1
10,132,450,386,500,461,-1,-1,-1,-1
10,133,1026,345,1047,403,-1,-1,-1,-1
10,134,1178,193,1199,231,-1,-1,-1,-1
10,135,737,106,750,137,-1,-1,-1,-1
11,101,782,273,811,360,-1,-1,-1,-1
11,133,1058,251,1088,334,-1,-1,-1,-1
11,118,436,261,466,349,-1,-1,-1,-1
11,117,927,241,955,318,-1,-1,-1,-1
11,128,731,300,757,391,-1,-1,-1,-1
